K12D0555_H0513:1b-0	@1b [dd] #//	[dd]_4 
K12D0555_H0513:5b-8	dus kyi tshe ting nge 'dzin las langs nas /	dus_0 kyi_4 tshe_8 ting_13 nge_18 'dzin_22 las_28 ldang_32 nas_38 
K12D0555_H0513:5b-9	bcom ldan 'das ga la ba de logs su dong ste /	'joms_0 ldan_5 'da'_10 ga_15 la_18 ba_21 de_24 logs_27 su_32 'dong_35 ste_40 
K12D0555_H0513:5b-10	bcom ldan 'das kyi zhabs la mgo bos phyag byas	'joms_0 ldan_5 'da'_10 kyi_15 zhabs_19 la_25 mgo_28 'bod_32 phyag_36 byed_42 
K12D0555_H0513:5b-11	nas g-yas phyogs su bskor ba byas te phyogs gcig	nas_0 g-yas_4 phyogs_10 su_17 skor_20 ba_26 byed_29 te_34 phyogs_37 gcig_44 
K12D0555_H0513:5b-12	tu 'khod par gyur to //	tu_0 'khod_3 ba_9 gyur_13 to_18 
K12D0555_H0513:5b-13	gzhan yang /	gzhan_0 yang_6 
K12D0555_H0513:5b-14	litstsha b'i gzhon nu 'bum phrag brgya stong du ma 'dus par gyur pa la /	litstsha_0 b_9 gzhon_13 nu_19 'bum_22 phrag_27 brgya_33 stong_39 du_45 ma_48 'du_51 ba_56 gyur_60 ba_65 la_68 
K12D0555_H0513:5b-15	'di lta ste /	'di_0 lta_4 ste_8 
K12D0555_H0513:5b-16	gzhon nu seng ge'i 'od dang /	gzhon_0 nu_6 seng_9 ge_14 'od_19 dang_23 
K12D0555_H0513:5b-17	gzhon nu seng ge'i blo gros dang /	gzhon_0 nu_6 seng_9 ge_14 blo_19 gros_23 dang_28 
K12D0555_H0513:5b-18	gzhon nu chos kyi byin dang /	gzhon_0 nu_6 chos_9 kyi_14 byin_18 dang_23 
K12D0555_H0513:5b-19	gzhon nu dbang pos byin dang /	gzhon_0 nu_6 dbang_9 pos_15 byin_19 dang_24 
K12D0555_H0513:5b-20	gzhon nu 'od chen dang /	gzhon_0 nu_6 'od_9 chen_13 dang_18 
K12D0555_H0513:5b-21	gzhon nu dpal chen dang /	gzhon_0 nu_6 dpal_9 chen_14 dang_19 
K12D0555_H0513:5b-22	gzhon nu sangs rgyas skyong dang /	gzhon_0 nu_6 sangs_9 rgya_15 skyong_21 dang_28 
K12D0555_H0513:5b-23	gzhon nu chos kyi skyong dang /	gzhon_0 nu_6 chos_9 kyi_14 skyong_18 dang_25 
K12D0555_H0513:5b-24	gzhon nu dge 'dun skyong dang /	gzhon_0 nu_6 dge_9 'dun_13 skyong_18 dang_25 
K12D0555_H0513:5b-25	gzhon nu rdo rje skyong dang /	gzhon_0 nu_6 rdo_9 rje_13 skyong_17 dang_24 
K12D0555_H0513:5b-26	gzhon nu nam mkha' skyong dang /	gzhon_0 nu_6 nam_9 mkha'_13 skyong_19 dang_26 
K12D0555_H0513:5b-27	gzhon nu nam mkha' sgra sgrogs dang /	gzhon_0 nu_6 nam_9 mkha'_13 sgra_19 sgrogs_24 dang_31 
K12D0555_H0513:6a-0	gzhon nu @6a *//	gzhon_0 nu_6 
K12D0555_H0513:6a-1	rin po che'i snying po dang /	rin_0 po_4 che_7 snying_13 po_20 dang_23 
K12D0555_H0513:6a-2	gzhon nu bkra shis mchog gi snying po la sogs pa ni gtso bor gyur te /	gzhon_0 nu_6 bkra_9 shis_14 mchog_19 gi_25 snying_28 po_35 la_38 sogs_41 ba_46 ni_49 gtso_52 'bor_57 gyur_61 te_66 
K12D0555_H0513:6a-3	thams cad kyang bla na med pa'i byang chub la rab tu gnas pa dang /	thams_0 cad_6 kyang_10 bla_16 na_20 med_23 ba_27 byang_32 chub_38 la_43 rab_46 tu_50 gnas_53 ba_58 dang_61 
K12D0555_H0513:6a-4	theg pa chen po la mngon par yid ches shing	theg_0 ba_5 chen_8 po_13 la_16 mngon_19 ba_25 yid_29 ches_33 shing_38 
K12D0555_H0513:6a-5	dga' bar gyur pas so so nas phyi dro'i dus	dga'_0 ba_5 gyur_9 ba_14 so_18 so_21 nas_24 phyi_28 dro_33 dus_39 
K12D0555_H0513:6a-6	kyi tshe bcom ldan 'das ga la ba de logs	kyi_0 tshe_4 'joms_9 ldan_14 'da'_19 ga_24 la_27 ba_30 de_33 logs_36 
K12D0555_H0513:6a-7	su dong ste; bcom ldan 'das kyi zhabs la mgo	su_0 'dong_3 ste;_8 'joms_13 ldan_18 'da'_23 kyi_28 zhabs_32 la_38 mgo_41 
K12D0555_H0513:6a-8	bos phyag byas nas g-yas phyogs su lan gsum bskor	'bod_0 phyag_4 byed_10 nas_15 g-yas_19 phyogs_25 su_32 lan_35 gsum_39 skor_44 
K12D0555_H0513:6a-9	ba byas te phyogs gcig tu 'khod par gyur to	ba_0 byed_3 te_8 phyogs_11 gcig_18 tu_23 'khod_26 ba_32 gyur_36 to_41 
K12D0555_H0513:6a-10	// gzhan yang /	gzhan_3 yang_9 
K12D0555_H0513:6a-11	lha'i bu bzhi khri nyis stong 'dus pa la /	lha_0 bu_6 bzhi_9 khri_14 nyis_19 stong_24 'du_30 ba_35 la_38 
K12D0555_H0513:6a-12	'di lta ste /	'di_0 lta_4 ste_8 
K12D0555_H0513:6a-13	lha'i bu mthong dga' dang /	lha_0 bu_6 mthong_9 dga'_16 dang_21 
K12D0555_H0513:6a-14	lha'i bu yid dga' dang /	lha_0 bu_6 yid_9 dga'_13 dang_18 
K12D0555_H0513:6a-15	lha'i bu nyi ma'i 'od dang /	lha_0 bu_6 nyi_9 ma_13 'od_18 dang_22 
K12D0555_H0513:6a-16	lha'i bu zla ba'i gtsug phud dang /	lha_0 bu_6 zla_9 ba_13 gtsug_18 'bud_24 dang_29 
K12D0555_H0513:6a-17	lha'i bu gsal ba'i blo gros dang /	lha_0 bu_6 gsal_9 ba_14 blo_19 gros_23 dang_28 
K12D0555_H0513:6a-18	lha'i bu nam mkha' rnam dag blo gros dang /	lha_0 bu_6 nam_9 mkha'_13 rnam_19 'dag_24 blo_28 gros_32 dang_37 
K12D0555_H0513:6a-19	lha'i bu nyon mongs sel dang /	lha_0 bu_6 nyon_9 mongs_14 sel_20 dang_24 
K12D0555_H0513:6a-20	lha'i bu bkra shis la sogs pa ni gtso bor gyur te /	lha_0 bu_6 bkra_9 shis_14 la_19 sogs_22 ba_27 ni_30 gtso_33 'bor_38 gyur_42 te_47 
K12D0555_H0513:6a-21	thams cad kyi yi dam chen po'i sems bskyed nas theg pa chen po yongs su bsrung ba dang /	thams_0 cad_6 kyi_10 yi_14 dam_17 chen_21 po_26 sems_31 skyed_36 nas_43 theg_47 ba_52 chen_55 po_60 yongs_63 su_69 bsrung_72 ba_79 dang_82 
K12D0555_H0513:6a-22	dam pa'i chos rgyun mi 'chad par sbyor bar byed pas /	dam_0 ba_4 chos_9 rgyun_14 mi_20 'chad_23 ba_29 sbyor_33 ba_39 byed_43 ba_48 
K12D0555_H0513:6a-23	so so nas phyi dro'i dus kyi tshe bcom ldan 'das ga la ba de logs su dong ste /	so_0 so_3 nas_6 phyi_10 dro_15 dus_21 kyi_25 tshe_29 'joms_34 ldan_39 'da'_44 ga_49 la_52 ba_55 de_58 logs_61 su_66 'dong_69 ste_74 
K12D0555_H0513:6a-24	bcom ldan 'das kyi zhabs la mgo bos phyag byas	'joms_0 ldan_5 'da'_10 kyi_15 zhabs_19 la_25 mgo_28 'bod_32 phyag_36 byed_42 
K12D0555_H0513:6b-0	nas g-yas phyogs su lan gsum bskor @6b ba byas	nas_0 g-yas_4 phyogs_10 su_17 lan_20 gsum_24 skor_29 ba_39 byed_42 
K12D0555_H0513:6b-1	te phyogs gcig tu 'khod par gyur to //	te_0 phyogs_3 gcig_10 tu_15 'khod_18 ba_24 gyur_28 to_33 
K12D0555_H0513:6b-2	gzhan yang /	gzhan_0 yang_6 
K12D0555_H0513:6b-3	klu'i rgyal po nyi khri brgyad stong 'dus par gyur pa la /	klu_0 rgyal_6 po_12 nyi_15 khri_19 brgyad_24 stong_31 'du_37 ba_42 gyur_46 ba_51 la_54 
K12D0555_H0513:6b-4	'di lta ste /	'di_0 lta_4 ste_8 
K12D0555_H0513:6b-5	klu'i rgyal po padma dang /	klu_0 rgyal_6 po_12 padma_15 dang_21 
K12D0555_H0513:6b-6	klu'i rgyal po ae la'i lo ma dang /	klu_0 rgyal_6 po_12 ae_15 la_18 lo_23 ma_26 dang_29 
K12D0555_H0513:6b-7	klu'i rgyal po stobs chen dang /	klu_0 rgyal_6 po_12 stobs_15 chen_21 dang_26 
K12D0555_H0513:6b-8	klu'i rgyal po cher sgrogs dang /	klu_0 rgyal_6 po_12 cher_15 sgrogs_20 dang_27 
K12D0555_H0513:6b-9	klu'i rgyal po rlabs chung dang /	klu_0 rgyal_6 po_12 rlabs_15 chung_21 dang_27 
K12D0555_H0513:6b-10	klu'i rgyal po chu rgyun 'dzin dang /	klu_0 rgyal_6 po_12 chu_15 rgyun_19 'dzin_25 dang_31 
K12D0555_H0513:6b-11	klu'i rgyal po gser gdong dang /	klu_0 rgyal_6 po_12 gser_15 gdong_20 dang_26 
K12D0555_H0513:6b-12	klu'i rgyal po yid bzhin la sogs pa ni gtso bor gyur te /	klu_0 rgyal_6 po_12 yid_15 bzhin_19 la_25 sogs_28 ba_33 ni_36 gtso_39 'bor_44 gyur_48 te_53 
K12D0555_H0513:6b-13	'di ltar klu'i rgyal po de dag kyang theg pa	'di_0 ltar_4 klu_9 rgyal_15 po_21 de_24 'dag_27 kyang_31 theg_37 ba_42 
K12D0555_H0513:6b-14	chen po'i chos la rtag par mos shing yongs su	chen_0 po_5 chos_10 la_15 rtag_18 ba_23 mos_27 shing_31 yongs_37 su_43 
K12D0555_H0513:6b-15	'dzin pa dang / shin tu dang ba'i bsams pa bskyed nas yang dag par sgrogs pa dang /	'dzin_0 ba_6 dang_9 shin_16 tu_21 dang_24 ba_29 bsams_34 ba_40 skyed_43 nas_50 yang_54 'dag_59 ba_63 sgrogs_67 ba_74 dang_77 
K12D0555_H0513:6b-16	yongs su skyong bar byed pas so so nas phyi	yongs_0 su_6 skyong_9 ba_16 byed_20 ba_25 so_29 so_32 nas_35 phyi_39 
K12D0555_H0513:6b-17	dro'i dus kyi tshe bcom ldan 'das ga la ba	dro_0 dus_6 kyi_10 tshe_14 'joms_19 ldan_24 'da'_29 ga_34 la_37 ba_40 
K12D0555_H0513:6b-18	de logs su dong ste /	de_0 logs_3 su_8 'dong_11 ste_16 
K12D0555_H0513:6b-19	bcom ldan 'das kyi zhabs la mgo bos phyag byas	'joms_0 ldan_5 'da'_10 kyi_15 zhabs_19 la_25 mgo_28 'bod_32 phyag_36 byed_42 
K12D0555_H0513:6b-20	nas g-yas logs su lan gsum bskor ba byas te	nas_0 g-yas_4 logs_10 su_15 lan_18 gsum_22 skor_27 ba_33 byed_36 te_41 
K12D0555_H0513:6b-21	phyogs gcig tu 'khod par gyur to //	phyogs_0 gcig_7 tu_12 'khod_15 ba_21 gyur_25 to_30 
K12D0555_H0513:6b-22	gzhan yang /	gzhan_0 yang_6 
K12D0555_H0513:6b-23	gnod sbyin gyi 'khor sum khri drug stong 'dus par gyur te /	gnod_0 sbyin_5 gyi_11 'khor_15 sum_21 khri_25 drug_30 stong_35 'du_41 ba_46 gyur_50 te_55 
K12D0555_H0513:6b-24	lha'i rgyal po rnam thos kyi bu gtso bor gyur pa la /	lha_0 rgyal_6 po_12 rnam_15 thos_20 kyi_25 bu_29 gtso_32 'bor_37 gyur_41 ba_46 la_49 
K12D0555_H0513:6b-25	'di lta ste /	'di_0 lta_4 ste_8 
K12D0555_H0513:6b-26	gnod sbyin aa mra dang /	gnod_0 sbyin_5 aa_11 mra_14 dang_18 
K12D0555_H0513:6b-27	gnod sbyin aa mra thogs dang /	gnod_0 sbyin_5 aa_11 mra_14 thogs_18 dang_24 
K12D0555_H0513:6b-28	gnod sbyin padma 'od kyi snying po dang /	gnod_0 sbyin_5 padma_11 'od_17 kyi_21 snying_25 po_32 dang_35 
K12D0555_H0513:6b-29	gnod sbyin padma'i gdong dang /	gnod_0 sbyin_5 padma_11 gdong_19 dang_25 
K12D0555_H0513:6b-30	gnod sbyin khro gnyer can dang /	gnod_0 sbyin_5 khro_11 gnyer_16 can_22 dang_26 
K12D0555_H0513:6b-31	gnod sbyin 'jigs chen ston dang /	gnod_0 sbyin_5 'jigs_11 chen_17 ston_22 dang_27 
K12D0555_H0513:7a-0	gnod @7a *//	gnod_0 
K12D0555_H0513:7a-1	sbyin sa sgul dang /	sbyin_0 sa_6 sgul_9 dang_14 
K12D0555_H0513:7a-2	gnod sbyin zas ril mi da la sogs pa gnod	gnod_0 sbyin_5 zas_11 ril_15 mi_19 da_22 la_25 sogs_28 ba_33 gnod_36 
K12D0555_H0513:7a-3	sbyin de dag thams cad kyang de bzhin gshegs pa'i	sbyin_0 de_6 'dag_9 thams_13 cad_19 kyang_23 de_29 bzhin_32 gshegs_38 ba_45 
K12D0555_H0513:7a-4	yang dag pa'i chos la mos shing gus pa'i sems	yang_0 'dag_5 ba_9 chos_14 la_19 mos_22 shing_26 gus_32 ba_36 sems_41 
K12D0555_H0513:7a-5	kyis yongs su skyo ba mi bskyed pas /	kyis_0 yongs_5 su_11 skyo_14 ba_19 mi_22 skyed_25 ba_32 
K12D0555_H0513:7a-6	so so nas phyi dro'i dus kyi tshe bcom ldan 'das ga la ba de logs su dong ste /	so_0 so_3 nas_6 phyi_10 dro_15 dus_21 kyi_25 tshe_29 'joms_34 ldan_39 'da'_44 ga_49 la_52 ba_55 de_58 logs_61 su_66 'dong_69 ste_74 
K12D0555_H0513:7a-7	bcom ldan 'das kyi zhabs la mgo bos phyag byas	'joms_0 ldan_5 'da'_10 kyi_15 zhabs_19 la_25 mgo_28 'bod_32 phyag_36 byed_42 
K12D0555_H0513:7a-8	nas g-yas phyogs su lan gsum bskor ba byas te	nas_0 g-yas_4 phyogs_10 su_17 lan_20 gsum_24 skor_29 ba_35 byed_38 te_43 
K12D0555_H0513:7a-9	phyogs gcig tu 'khod par gyur to //	phyogs_0 gcig_7 tu_12 'khod_15 ba_21 gyur_25 to_30 
K12D0555_H0513:7a-10	gzhan yang /	gzhan_0 yang_6 
K12D0555_H0513:7a-11	nam mkha' lding gi rgyal po bzhi khri dgu stong	nam_0 mkha'_4 lding_10 gi_16 rgyal_19 po_25 bzhi_28 khri_33 dgu_38 stong_42 
K12D0555_H0513:7a-12	yang 'dus par gyur pa las nam mkha' lding gi	yang_0 'du_5 ba_10 gyur_14 ba_19 las_22 nam_26 mkha'_30 lding_36 gi_42 
K12D0555_H0513:7a-13	rgyal po spos kyi glang po che'i mthu dang ldan	rgyal_0 po_6 spros_9 kyi_14 glang_18 po_24 che_27 mthu_33 dang_38 ldan_43 
K12D0555_H0513:7a-14	pa ni gtso bor gyur to //	ba_0 ni_3 gtso_6 'bor_11 gyur_15 to_20 
K12D0555_H0513:7a-15	gzhan yang /	gzhan_0 yang_6 
K12D0555_H0513:7a-16	'di lta ste /	'di_0 lta_4 ste_8 
K12D0555_H0513:7a-17	dri za dang /	'dri_0 za_4 dang_7 
K12D0555_H0513:7a-18	lha ma yin dang /	lha_0 ma_4 yin_7 dang_11 
K12D0555_H0513:7a-19	mi 'am ci dang /	mi_0 'am_3 ci_7 dang_10 
K12D0555_H0513:7a-20	grul bum dang /	grul_0 bum_5 dang_9 
K12D0555_H0513:7a-21	lto 'phye chen po la sogs pa dang /	lto_0 'phye_4 chen_10 po_15 la_18 sogs_21 ba_26 dang_29 
K12D0555_H0513:7a-22	ri dang /	ri_0 dang_3 
K12D0555_H0513:7a-23	nags tshal dang /	nags_0 tshal_5 dang_11 
K12D0555_H0513:7a-24	chu bo dang /	chu_0 'bo_4 dang_7 
K12D0555_H0513:7a-25	rgya mtsho thams cad kyi lha dang /	rgya_0 mtsho_5 thams_11 cad_17 kyi_21 lha_25 dang_29 
K12D0555_H0513:7a-26	drang srong dang /	'dren_0 srong_6 dang_12 
K12D0555_H0513:7a-27	yul khams chen po thams cad kyi rgyal po dang /	yul_0 khams_4 chen_10 po_15 thams_18 cad_24 kyi_28 rgyal_32 po_38 dang_41 
K12D0555_H0513:7a-28	pho brang 'khor dang /	pho_0 brang_4 'khor_10 dang_16 
K12D0555_H0513:7a-29	btsun mo dang /	btsun_0 mo_6 dang_9 
K12D0555_H0513:7a-30	sras dang /	sras_0 dang_5 
K12D0555_H0513:7a-31	shin tu dang ba dang ldan pa'i khye'u dang /	shin_0 tu_5 dang_8 ba_13 dang_16 ldan_21 ba_26 khye_31 dang_38 
K12D0555_H0513:7a-32	bu mo dang /	bu_0 mo_3 dang_6 
K12D0555_H0513:7a-33	lha dang /	lha_0 dang_4 
K12D0555_H0513:7a-34	mi'i tshogs chen po 'dus shing lhags pa thams cad kyang /	mi_0 tshogs_5 chen_12 po_17 'du_20 shing_25 lhags_31 ba_37 thams_40 cad_46 kyang_50 
K12D0555_H0513:7a-35	bla na med pa'i theg pa chen po yongs su srung zhing /	bla_0 na_4 med_7 ba_11 theg_16 ba_21 chen_24 po_29 yongs_32 su_38 srung_41 zhing_47 
K12D0555_H0513:7a-36	klog pa dang /	klog_0 ba_5 dang_8 
K12D0555_H0513:7a-37	kha ton tu 'don pa dang /	kha_0 ton_4 tu_8 'don_11 ba_16 dang_19 
K12D0555_H0513:7b-0	len @7b pa dang /	len_0 ba_8 dang_11 
K12D0555_H0513:7b-1	'dzin pa dang /	'dzin_0 ba_6 dang_9 
K12D0555_H0513:7b-2	yi ger 'dri ba dang /	yi_0 ger_3 'bri_7 ba_12 dang_15 
K12D0555_H0513:7b-3	kun tu spel zhing bskyed pa dang /	kun_0 tu_4 spel_7 zhing_12 skyed_18 ba_25 dang_28 
K12D0555_H0513:7b-4	yongs su 'tsho ba dang /	yongs_0 su_6 'tsho_9 ba_15 dang_18 
K12D0555_H0513:7b-5	skyong ba'i dam tshig bcas te /	skyong_0 ba_7 dam_12 tshig_16 'cha'_22 te_27 
K12D0555_H0513:7b-6	mos par gyur pas so so nas phyi dro'i dus kyi tshe /	mos_0 ba_4 gyur_8 ba_13 so_17 so_20 nas_23 phyi_27 dro_32 dus_38 kyi_42 tshe_46 
K12D0555_H0513:7b-7	bcom ldan 'das ga la ba de logs su dong	'joms_0 ldan_5 'da'_10 ga_15 la_18 ba_21 de_24 logs_27 su_32 'dong_35 
K12D0555_H0513:7b-8	ste bcom ldan 'das kyi zhabs la mgo bos phyag	ste_0 'joms_4 ldan_9 'da'_14 kyi_19 zhabs_23 la_29 mgo_32 'bod_36 phyag_40 
K12D0555_H0513:7b-9	byas nas g-yas phyogs su lan gsum bskor bar byas	byed_0 nas_5 g-yas_9 phyogs_15 su_22 lan_25 gsum_29 skor_34 ba_40 byed_44 
K12D0555_H0513:7b-10	te phyogs gcig tu 'khod par gyur to //	te_0 phyogs_3 gcig_10 tu_15 'khod_18 ba_24 gyur_28 to_33 
K12D0555_H0513:7b-11	de ltar nyan thos dang /	de_0 ltar_3 nyan_8 thos_13 dang_18 
K12D0555_H0513:7b-12	byang chub sems dpa' dang /	byang_0 chub_6 sems_11 dpa'_16 dang_21 
K12D0555_H0513:7b-13	lha dang /	lha_0 dang_4 
K12D0555_H0513:7b-14	mi'i 'khor 'dus pa chen po dang /	mi_0 'khor_5 'du_11 ba_16 chen_19 po_24 dang_27 
K12D0555_H0513:7b-15	klu dang /	klu_0 dang_4 
K12D0555_H0513:7b-16	gnod sbyin la sogs pa sde brgyad po rnams 'dus	gnod_0 sbyin_5 la_11 sogs_14 ba_19 sde_22 brgyad_26 po_33 rnams_36 'du_42 
K12D0555_H0513:7b-17	par gyur nas so so nas sems rtse gcig tu	ba_0 gyur_4 nas_9 so_13 so_16 nas_19 sems_23 rtse_28 gcig_33 tu_38 
K12D0555_H0513:7b-18	thal mo sbyar te /	thal_0 mo_5 sbyor_8 te_14 
K12D0555_H0513:7b-19	gus pas mig mi 'dzums par bcom ldan 'das kyi zhal du bltas nas /	gus_0 ba_4 mig_8 mi_12 'dzums_15 ba_22 'joms_26 ldan_31 'da'_36 kyi_41 zhal_45 du_50 lta_53 nas_59 
K12D0555_H0513:7b-20	shin tu gya nom zhing khyad par du 'phags pa'i chos thos par gyur to snyam mo //	shin_0 tu_5 'gyas_8 mnam_12 zhing_16 khyad_22 ba_28 du_32 'phag_35 ba_42 chos_47 thos_52 ba_57 gyur_61 to_66 snyam_69 mo_75 
K12D0555_H0513:7b-21	de nas de'i tshe bcom ldan 'das phyi dro'i dus kyi tshe ting nge 'dzin las bzhengs nas /	de_0 nas_3 de_7 tshe_12 'joms_17 ldan_22 'da'_27 phyi_32 dro_37 dus_43 kyi_47 tshe_51 ting_56 nge_61 'dzin_65 las_71 bzhengs_75 nas_83 
K12D0555_H0513:7b-22	'khor gyi dkyil 'khor la rnam par gzigs te tshigs su bcad pa 'di dag bka' stsal pa /	'khor_0 gyi_6 dkyil_10 'khor_16 la_22 rnam_25 ba_30 gzigs_34 te_40 tshigs_43 su_50 gcod_53 ba_58 'di_61 'dag_65 bka'_69 stsal_74 ba_80 
K12D0555_H0513:7b-23	gser 'od dam pa gya nom chos //	gser_0 'od_5 dam_9 ba_13 'gyas_16 mnam_20 chos_24 
K12D0555_H0513:7b-24	mdo sde rgyal po kun gyi mchog /	mdo_0 sde_4 rgyal_8 po_14 kun_17 gyi_21 mchog_25 
K12D0555_H0513:7b-25	sangs rgyas spyod yul zab mo 'di; ;shin tu thos par dka' bas na //	sangs_0 rgya_6 spyod_12 yul_18 zab_22 mo_26 'di;_29 ;shin_34 tu_40 thos_43 ba_48 dka'_52 ba_57 na_61 
K12D0555_H0513:7b-26	ngas deng 'khor 'dus chen po la //	ngas_0 deng_5 'khor_10 'du_16 chen_21 po_26 la_29 
K12D0555_H0513:7b-27	'di ltar mdo 'di bstan pa na //	'di_0 ltar_4 mdo_9 'di_13 ston_17 ba_23 na_26 
K12D0555_H0513:7b-28	phyogs bzhi'i sangs rgyas rnams kyis kyang //	phyogs_0 bzhi_7 sangs_14 rgya_20 rnams_26 kyis_32 kyang_37 
K12D0555_H0513:8a-0	byin gyi rlabs kyis rlob @8a *//	byin_0 gyi_5 rlabs_9 kyis_15 rlob_20 
K12D0555_H0513:8a-1	par mdzad //	ba_0 mdzad_4 
K12D0555_H0513:8a-2	shar phyogs na ni mi 'khrugs gtso //	'char_0 phyogs_5 na_12 ni_15 mi_18 'khrugs_21 gtso_29 
K12D0555_H0513:8a-3	lho phyogs sangs rgyas rin chen mtshan //	lho_0 phyogs_4 sangs_11 rgya_17 rin_23 chen_27 mtshan_32 
K12D0555_H0513:8a-4	nub phyogs na ni tshe dpag med //	nub_0 phyogs_4 na_11 ni_14 tshe_17 dpog_22 med_27 
K12D0555_H0513:8a-5	byang phyogs na ni rnga sgra dbyangs //	byang_0 phyogs_6 na_13 ni_16 rnga_19 sgra_24 dbyangs_29 
K12D0555_H0513:8a-6	ngas deng yang dag dam pa'i chos //	ngas_0 deng_5 yang_10 'dag_15 dam_19 ba_23 chos_28 
K12D0555_H0513:8a-7	bkra shis gshegs pa'i mchog gyur pa //	bkra_0 shis_5 gshegs_10 ba_17 mchog_22 gyur_28 ba_33 
K12D0555_H0513:8a-8	sdig pa thams cad zhi ba dang //	sdig_0 ba_5 thams_8 cad_14 zhi_18 ba_22 dang_25 
K12D0555_H0513:8a-9	las ngan rnams ni sbyong sel dang /	las_0 ngan_4 rnams_9 ni_15 sbyong_18 sel_25 dang_29 
K12D0555_H0513:8a-10	sdug bsngal mang po nad 'byang zhing //	sdug_0 sngal_5 mang_12 po_17 nad_20 'byang_24 zhing_31 
K12D0555_H0513:8a-11	bde ba tshad med rtag sbyin dang //	bde_0 ba_4 tshad_7 med_13 rtag_17 sbyin_22 dang_28 
K12D0555_H0513:8a-12	ye shes thams cad rtsa ba dang //	ye_0 shes_3 thams_8 cad_14 rtsa_18 ba_23 dang_26 
K12D0555_H0513:8a-13	yon tan kun brgyan bshad par bya //	yon_0 tan_4 kun_8 rgyan_12 'chad_19 ba_25 byed_29 
K12D0555_H0513:8a-14	sems can dbang po ma tshang dang //	sems_0 can_5 dbang_9 po_15 ma_18 tshang_21 dang_28 
K12D0555_H0513:8a-15	tshe zad dang ni tshe nyams dang //	tshe_0 zad_5 dang_9 ni_14 tshe_17 nyams_22 dang_28 
K12D0555_H0513:8a-16	sdig pa'i mtshan ma mngon snang dang //	sdig_0 ba_5 mtshan_10 ma_17 mngon_20 snang_26 dang_32 
K12D0555_H0513:8a-17	lha rnams kyis ni spangs pa dang //	lha_0 rnams_4 kyis_10 ni_15 spong_18 ba_25 dang_28 
K12D0555_H0513:8a-18	gnyen bshes kun gyis sdang ba dang //	gnyen_0 bshes_6 kun_12 gyis_16 sdang_21 ba_27 dang_30 
K12D0555_H0513:8a-19	'khor rnams dang ni 'bral ba dang //	'khor_0 rnams_6 dang_12 ni_17 'bral_20 ba_26 dang_29 
K12D0555_H0513:8a-20	phan tshun mi mthun rtsod pa dang //	phan_0 tshun_5 mi_11 mthun_14 rtsod_20 ba_26 dang_29 
K12D0555_H0513:8a-21	gza' skar mi rungs gnod byas shing //	gza'_0 skar_5 mi_10 rungs_13 gnod_19 byed_24 shing_29 
K12D0555_H0513:8a-22	byad stems log pas zin pa dang //	byad_0 stem_5 log_11 ba_15 zin_19 ba_23 dang_26 
K12D0555_H0513:8a-23	mya ngan mang pos nyon mongs shing //	mya_0 ngan_4 mang_9 pos_14 nyon_18 mongs_23 shing_29 
K12D0555_H0513:8a-24	sdug bsngal mang pos gzir ba dang //	sdug_0 sngal_5 mang_12 pos_17 gzir_21 ba_26 dang_29 
K12D0555_H0513:8a-25	rmi lam ltas ngan mthong ba'i rgyus //	rmi_0 lam_4 ltas_8 ngan_13 mthong_18 ba_25 rgyus_30 
K12D0555_H0513:8a-26	mya ngan dag ni skyed gyur na //	mya_0 ngan_4 'dag_9 ni_13 skyed_16 gyur_22 na_27 
K12D0555_H0513:8a-27	de yis khrus ni rab 'byor la //	de_0 yis_3 'khru_7 ni_13 rab_16 'byor_20 la_26 
K12D0555_H0513:8a-28	gos gtsang gsar pa bgos nas ni //	gos_0 gtsang_4 gsar_11 ba_16 bgod_19 nas_24 ni_28 
K12D0555_H0513:8a-29	zab mo sangs rgyas sgrub mdzad pa //	zab_0 mo_4 sangs_7 rgya_13 sgrub_19 mdzad_25 ba_31 
K12D0555_H0513:8a-30	mdo sde'i rgyal po dam pa 'di //	mdo_0 sde_4 rgyal_10 po_16 dam_19 ba_23 'di_26 
K12D0555_H0513:8a-31	rtse gcig sems ni mi g-yeng bar //	rtse_0 gcig_5 sems_10 ni_15 mi_18 g-yeng_21 ba_28 
K12D0555_H0513:8a-32	bklag mnyan yongs su gzung bar bya //	klog_0 nyan_6 yongs_12 su_18 gzung_21 ba_27 byed_31 
K12D0555_H0513:8b-0	@8b mdo sde 'di yi byin rlabs mthus //	mdo_4 sde_8 'di_12 yi_16 byin_19 rlabs_24 mthus_30 
K12D0555_H0513:8b-1	ye 'brog mang po mi byed cing //	ye_0 'brog_3 mang_9 po_14 mi_17 byed_20 cing_25 
K12D0555_H0513:8b-2	gzhan yang sdug bsngal sna tshogs bgegs //	gzhan_0 yang_6 sdug_11 sngal_16 sna_23 tshogs_27 bgegs_34 
K12D0555_H0513:8b-3	thams cad ma lus sel bar byed //	thams_0 cad_6 ma_10 lus_13 sel_17 ba_21 byed_25 
K12D0555_H0513:8b-4	'jig rten skyong dang rgyal chen bzhi //	'jig_0 rten_5 skyong_10 dang_17 rgyal_22 chen_28 bzhi_33 
K12D0555_H0513:8b-5	blon po chen po 'khor rnams dang //	blon_0 po_5 chen_8 po_13 'khor_16 rnams_22 dang_28 
