K07D0045_H0045:1b-0	@1b [dd] #//	[dd]_4 
K07D0045_H0045:4b-31	ka tsa lin da'i gos la reg pa bzhin te /	ka_0 tsa_3 lin_7 da_11 gos_16 la_20 reg_23 ba_27 bzhin_30 te_36 
K07D0045_H0045:4b-32	rkang mthil bzhag na ni sor bzhis nems zhes byed pa /	rkang_0 mthil_6 'jog_12 na_18 ni_21 sor_24 bzhis_28 nem_34 zhes_39 byed_44 ba_49 
K07D0045_H0045:4b-33	rkang pa bteg na ni sor bzhis spar zhes byed pa /	rkang_0 ba_6 bteg_9 na_14 ni_17 sor_20 bzhis_24 spor_30 zhes_35 byed_40 ba_45 
K07D0045_H0045:4b-34	me tog dang /	me_0 tog_3 dang_7 
K07D0045_H0045:4b-35	'dab ma dang /	'dab_0 ma_5 dang_8 
K07D0045_H0045:4b-36	'bras bu dang ldan pa /	'bras_0 bu_6 dang_9 ldan_14 ba_19 
K07D0045_H0045:5a-0	@5a *// blta bas chog mi shes pa dag go /	lta_8 ba_13 chog_17 mi_22 shes_25 ba_30 'dag_33 go_37 
K07D0045_H0045:5a-1	yang ri'i rgyal po bya rgod kyi phung po de la 'bab chu'i dngo dang /	yang_0 ri_5 rgyal_10 po_16 byed_19 rgod_23 kyi_28 'phung_32 po_38 de_41 la_44 'bab_47 chu_52 dngo_58 dang_63 
K07D0045_H0045:5a-2	mtsho bran dang /	mtsho_0 bran_6 dang_11 
K07D0045_H0045:5a-3	mtsho dang /	mtsho_0 dang_6 
K07D0045_H0045:5a-4	mtshe'u dang /	mtshe_0 dang_8 
K07D0045_H0045:5a-5	rdzing rnam pa mang po bsil ba'i chus rab tu gang ba dag yod de /	rdzing_0 rnam_7 ba_12 mang_15 po_20 bsil_23 ba_28 chus_33 rab_38 tu_42 gang_45 ba_50 'dag_53 yod_57 de_61 
K07D0045_H0045:5a-6	de dag las padma sngon po dang /	de_0 'dag_3 las_7 padma_11 sngon_17 po_23 dang_26 
K07D0045_H0045:5a-7	ser po dang /	ser_0 po_4 dang_7 
K07D0045_H0045:5a-8	dmar po dang /	dmar_0 po_5 dang_8 
K07D0045_H0045:5a-9	dkar po dang /	dkar_0 po_5 dang_8 
K07D0045_H0045:5a-10	leb rgan dang /	leb_0 rgan_4 dang_9 
K07D0045_H0045:5a-11	shel gyi kha dog lta bu dang; me'i kha dog lta bu dang /	shel_0 gyi_5 kha_9 dog_13 lta_17 bu_21 dang;_24 me_30 kha_35 dog_39 lta_43 bu_47 dang_50 
K07D0045_H0045:5a-12	gser gyi kha dog lta bu dang /	gser_0 gyi_5 kha_9 dog_13 lta_17 bu_21 dang_24 
K07D0045_H0045:5a-13	che khyad shing rta'i 'phang lo tsam dag skye ste /	che_0 khyad_4 shing_10 rta_16 'phen_22 lo_29 tsam_32 'dag_37 skye_41 ste_46 
K07D0045_H0045:5a-14	de dag bcad na dri ngad phyogs bzhi kun du dpag tshad tsam du ldang ngo //	de_0 'dag_3 gcod_7 na_12 'dri_15 ngad_19 phyogs_24 bzhi_31 kun_36 du_40 dpog_43 tshad_48 tsam_54 du_59 ldang_62 ngo_68 
K07D0045_H0045:5a-15	ri'i rgyal po de'i rtse mo la padma'i gdan chen	ri_0 rgyal_5 po_11 de_14 rtse_19 mo_24 la_27 padma_30 gdan_38 chen_43 
K07D0045_H0045:5a-16	po aan da rnyil gzhan gyis mi tshugs pa rdo	po_0 aan_3 da_7 rnyil_10 gzhan_16 gyis_22 mi_27 tshugs_30 ba_37 rdo_40 
K07D0045_H0045:5a-17	rje lta bu'i chu ba can /	rje_0 lta_4 bu_8 chu_13 ba_17 can_20 
K07D0045_H0045:5a-18	bee d'ur+ya chen pos mtha' bskor ba /	bee_0 d_4 ya_9 chen_12 pos_17 mtha'_21 skor_27 ba_33 
K07D0045_H0045:5a-19	dzambu chu bo'i gser dri ma med pa'i 'dab ma rgyas pa /	dzambu_0 chu_7 'bo_11 gser_16 'dri_21 ma_25 med_28 ba_32 'dab_37 ma_42 rgya_45 ba_51 
K07D0045_H0045:5a-20	tsan dan dus kyi rjes su 'brang ba'i snying po	tsan_0 dan_5 dus_9 kyi_13 rjes_17 su_22 'brang_25 ba_32 snying_37 po_44 
K07D0045_H0045:5a-21	rnam par dag pa rin po che'i rdo'i snying po'i	rnam_0 ba_5 'dag_9 ba_13 rin_16 po_20 che_23 rdo_29 snying_35 po_42 
K07D0045_H0045:5a-22	ze ba dang ldan pa /	ze_0 ba_3 dang_6 ldan_11 ba_16 
K07D0045_H0045:5a-23	tshad rgya mtsho ltar yangs shing rgya che ba /	tshad_0 rgya_6 mtsho_11 ltar_17 yangs_22 shing_28 rgya_34 che_39 ba_43 
K07D0045_H0045:5a-24	lha ma yin gyi dbang po sa yas snying po kun tu bzung ba /	lha_0 ma_4 yin_7 gyi_11 dbang_15 po_21 sa_24 yas_27 snying_31 po_38 kun_41 tu_45 bzung_48 ba_54 
K07D0045_H0045:5a-25	nor bu rin po che sa ya'i dra ba sna tshogs kyis g-yogs pa /	nor_0 bu_4 rin_7 po_11 che_14 sa_18 ya_21 'dra_26 ba_30 sna_33 tshogs_37 kyis_44 g-yogs_49 ba_56 
K07D0045_H0045:5a-26	klu'i dbang po sa yas sprin las spos chu'i char phab pa /	klu_0 dbang_6 po_12 sa_15 yas_18 sprin_22 las_28 spros_32 chu_37 char_43 'bebs_48 ba_53 
K07D0045_H0045:5a-27	nam mkha' lding gi dbang po sa yas mkha' nas dar dpyangs shing ri mo byas pa /	nam_0 mkha'_4 lding_10 gi_16 dbang_19 po_25 sa_28 yas_31 mkha'_35 nas_41 dar_45 dpyong_49 shing_57 ri_63 mo_66 byed_69 ba_74 
K07D0045_H0045:5a-28	mi'am ci'i dbang po sa yas phan pa'i sems kyis blta ba /	mi_0 ci_6 dbang_11 po_17 sa_20 yas_23 phan_27 ba_32 sems_37 kyis_42 lta_47 ba_52 
K07D0045_H0045:5b-0	lto 'phye chen po'i dbang pos ya sa yas gdong gis phyag 'tshal @5b cing ri mo byas pa /	lto_0 'phye_4 chen_10 po_15 dbang_20 pos_26 ya_30 sa_33 yas_36 gdong_40 gis_46 phyag_50 'tshal_56 cing_67 ri_72 mo_75 byed_78 ba_83 
K07D0045_H0045:5b-1	dri za'i dbang po sa yas bstod cing bsngags la mchod pa /	'dri_0 za_4 dbang_9 po_15 sa_18 yas_21 bstod_25 cing_31 bsngags_36 la_44 mchod_47 ba_53 
K07D0045_H0045:5b-2	lha'i dbang po sa yas me tog dang /	lha_0 dbang_6 po_12 sa_15 yas_18 me_22 tog_25 dang_29 
K07D0045_H0045:5b-3	phreng ba dang /	phreng_0 ba_7 dang_10 
K07D0045_H0045:5b-4	spos dang /	spros_0 dang_5 
K07D0045_H0045:5b-5	byug pa dang /	'byug_0 ba_5 dang_8 
K07D0045_H0045:5b-6	phye ma dang /	'byed_0 ma_5 dang_8 
K07D0045_H0045:5b-7	gos dang /	gos_0 dang_4 
K07D0045_H0045:5b-8	gdugs dang; rgyal mtshan dang /	gdugs_0 dang;_6 rgyal_12 mtshan_18 dang_25 
K07D0045_H0045:5b-9	lha'i ba dan gyi sprin gyi char phab pa /	lha_0 ba_6 dan_9 gyi_13 sprin_17 gyi_23 char_27 'bebs_32 ba_37 
K07D0045_H0045:5b-10	tshangs pa'i dbang po sa yas mgo bos phyag 'tshal zhing ri mo byas pa /	tshangs_0 ba_8 dbang_13 po_19 sa_22 yas_25 mgo_29 'bod_33 phyag_37 'tshal_43 zhing_50 ri_56 mo_59 byed_62 ba_67 
K07D0045_H0045:5b-11	gnas gtsang ma'i ris kyi lha'i bu sa yas thal mo sbyar nas phyag byas pa /	gnas_0 gtsang_5 ma_12 ris_17 kyi_21 lha_25 bu_31 sa_34 yas_37 thal_41 mo_46 sbyor_49 nas_55 phyag_59 byed_65 ba_70 
K07D0045_H0045:5b-12	mi'i dbang po 'khor los bsgyur ba sa yas nor	mi_0 dbang_5 po_11 'khor_14 los_20 sgyur_24 ba_31 sa_34 yas_37 nor_41 
K07D0045_H0045:5b-13	bu rin po che sna bdun dang ldan pas bsu	bu_0 rin_3 po_7 che_10 sna_14 bdun_18 dang_23 ldan_28 ba_33 bsu_37 
K07D0045_H0045:5b-14	ba / rgya mtsho'i lha sa yas bsu zhing phyag byas pa /	ba_0 rgya_5 mtsho_10 lha_18 sa_22 yas_25 bsu_29 zhing_33 phyag_39 byed_45 ba_50 
K07D0045_H0045:5b-15	nor bu rin po che skar mdog sa yas 'od zer gyis snang bar byas pa /	nor_0 bu_4 rin_7 po_11 che_14 skar_18 mdog_23 sa_28 yas_31 'od_35 zer_39 gyis_43 snang_48 ba_54 byed_58 ba_63 
K07D0045_H0045:5b-16	bsod nams kyis dag pa'i nor bu rin po che	bsod_0 nams_5 kyis_10 'dag_15 ba_19 nor_24 bu_28 rin_31 po_35 che_38 
K07D0045_H0045:5b-17	sa yas shin tu nges par mdzes par byas pa	sa_0 yas_3 shin_7 tu_12 nges_15 ba_20 mdzes_24 ba_30 byed_34 ba_39 
K07D0045_H0045:5b-18	/ nor bu rin po che rnam par snang byed sa yas snying po dri ma med pa /	nor_2 bu_6 rin_9 po_13 che_16 rnam_20 ba_25 snang_29 byed_35 sa_40 yas_43 snying_47 po_54 'dri_57 ma_61 med_64 ba_68 
K07D0045_H0045:5b-19	nor bu rin po che dpal gyi 'od zer sa yas dpal rab tu thal le ba /	nor_0 bu_4 rin_7 po_11 che_14 dpal_18 gyi_23 'od_27 zer_31 sa_35 yas_38 dpal_42 rab_47 tu_51 thal_54 le_59 ba_62 
K07D0045_H0045:5b-20	nor bu rin po che'i mdzod sna tshogs sa yas mtha' yas par snang ba /	nor_0 bu_4 rin_7 po_11 che_14 mdzod_20 sna_26 tshogs_30 sa_37 yas_40 mtha'_44 yas_50 ba_54 snang_58 ba_64 
K07D0045_H0045:5b-21	nor bu rin po che dzambu'i rgyal mtshan sa yas legs par bzung bas brtan par gyur pa /	nor_0 bu_4 rin_7 po_11 che_14 dzambu_18 rgyal_27 mtshan_33 sa_40 yas_43 legs_47 ba_52 bzung_56 ba_62 brtan_66 ba_72 gyur_76 ba_81 
K07D0045_H0045:5b-22	nor bu rin po che rdo rje'i seng ge sa yas gzhan gyis mi thub par bkod pa /	nor_0 bu_4 rin_7 po_11 che_14 rdo_18 rje_22 seng_28 ge_33 sa_36 yas_39 gzhan_43 gyis_49 mi_54 thub_57 ba_62 bkod_66 ba_71 
K07D0045_H0045:5b-23	nor bu rin po che nyi ma'i snying po sa yas rgya cher spras pa /	nor_0 bu_4 rin_7 po_11 che_14 nyi_18 ma_22 snying_27 po_34 sa_37 yas_40 rgya_44 cher_49 spras_54 ba_60 
K07D0045_H0045:5b-24	nor bu rin po che bsam gyis mi khyab pa	nor_0 bu_4 rin_7 po_11 che_14 bsam_18 gyis_23 mi_28 khyab_31 ba_37 
K07D0045_H0045:5b-25	sa yas kha dog sna tshogs kyis ri mo byas	sa_0 yas_3 kha_7 dog_11 sna_15 tshogs_19 kyis_26 ri_31 mo_34 byed_37 
K07D0045_H0045:5b-26	pa / yid bzhin gyi nor bu rin po che	ba_0 yid_5 bzhin_9 gyi_15 nor_19 bu_23 rin_26 po_30 che_33 
K07D0045_H0045:5b-27	sa yas mi zad pa bkod pas ri mo byas	sa_0 yas_3 mi_7 zad_10 ba_14 bkod_17 ba_22 ri_26 mo_29 byed_32 
K07D0045_H0045:6a-0	pa / pa byung ste / padma chen po de ni de bzhin @6a *//	ba_0 ba_5 'byung_8 ste_14 padma_20 chen_26 po_31 de_34 ni_37 de_40 bzhin_43 
K07D0045_H0045:6a-1	gshegs pa'i 'jig rten las 'das pa'i dge ba'i rtsa ba las nges par byung ba /	gshegs_0 ba_7 'jig_12 rten_17 las_22 'da'_26 ba_31 dge_36 ba_40 rtsa_45 ba_50 las_53 nges_57 ba_62 'byung_66 ba_72 
K07D0045_H0045:6a-2	byang chub sems dpa'i bsam pas mnos pa /	byang_0 chub_6 sems_11 dpa_16 bsam_22 ba_27 mno_31 ba_36 
K07D0045_H0045:6a-3	phyogs thams cad du mngon du go bar byed pa /	phyogs_0 thams_7 cad_13 du_17 mngon_20 du_26 go_29 ba_32 byed_36 ba_41 
K07D0045_H0045:6a-4	sgyu mar gyur pa'i chos las nges par byung ba /	sgyu_0 mar_5 gyur_9 ba_14 chos_19 las_24 nges_28 ba_33 'byung_37 ba_43 
K07D0045_H0045:6a-5	dri nga ba med pa'i las las skyes pa /	'dri_0 nga_4 ba_8 med_11 ba_15 las_20 las_24 skye_28 ba_34 
K07D0045_H0045:6a-6	nyon mongs pa med pa'i chos nyid kyi tshul bkod pa /	nyon_0 mongs_5 ba_11 med_14 ba_18 chos_23 nyid_28 kyi_33 tshul_37 bkod_43 ba_48 
K07D0045_H0045:6a-7	rmi lam lta bu'i chos nyid kyis kun tu rgyu ba /	rmi_0 lam_4 lta_8 bu_12 chos_17 nyid_22 kyis_27 kun_32 tu_36 rgyu_39 ba_44 
K07D0045_H0045:6a-8	mngon par 'du byed pa med pa'i chos nyid kyis rgyas btab pa /	mngon_0 ba_6 'du_10 byed_14 ba_19 med_22 ba_26 chos_31 nyid_36 kyis_41 rgya_46 'debs_52 ba_57 
K07D0045_H0045:6a-9	chags pa med pa dang ldan pa /	chags_0 ba_6 med_9 ba_13 dang_16 ldan_21 ba_26 
K07D0045_H0045:6a-10	phyogs kun du chos kyi dbyings kyis khyab par byed pa /	phyogs_0 kun_7 du_11 chos_14 kyi_19 dbyings_23 kyis_31 khyab_36 ba_42 byed_46 ba_51 
K07D0045_H0045:6a-11	sangs rgyas kyi yul rab tu brjod pa dang mthun pa ste /	sangs_0 rgya_6 kyi_12 yul_16 rab_20 tu_24 rjod_27 ba_33 dang_36 mthun_41 ba_47 ste_50 
K07D0045_H0045:6a-12	de'i rnam pa dang /	de_0 rnam_5 ba_10 dang_13 
K07D0045_H0045:6a-13	yon tan dang /	yon_0 tan_4 dang_8 
K07D0045_H0045:6a-14	dbyibs dang /	dbyibs_0 dang_7 
K07D0045_H0045:6a-15	kha dog dang /	kha_0 dog_4 dang_8 
K07D0045_H0045:6a-16	bkod pa'i mtha' ni /	bkod_0 ba_5 mtha'_10 ni_16 
K07D0045_H0045:6a-17	bskal pa grangs med par yang rtogs par mi nus	bskal_0 ba_6 grangs_9 med_16 ba_20 yang_24 rtogs_29 ba_35 mi_39 nus_42 
K07D0045_H0045:6a-18	pa'i padma chen po de la bcom ldan 'das skyil	ba_0 padma_5 chen_11 po_16 de_19 la_22 'joms_25 ldan_30 'da'_35 skyil_40 
K07D0045_H0045:6a-19	mo krung bcas nas bzhugs te /	mo_0 krung_3 'cha'_9 nas_14 bzhugs_18 te_25 
K07D0045_H0045:6a-20	'di ltar dge slong brgyad stong gi dge slong gi dge 'dun chen po dang thabs gcig pa la /	'di_0 ltar_4 dge_9 slong_13 brgyad_19 stong_26 gi_32 dge_35 slong_39 gi_45 dge_48 'dun_52 chen_57 po_62 dang_65 thabs_70 gcig_76 ba_81 la_84 
K07D0045_H0045:6a-21	'di lta ste /	'di_0 lta_4 ste_8 
K07D0045_H0045:6a-22	tshe dang ldan pa kun shes ko'u di n+ya dang /	tshe_0 dang_5 ldan_10 ba_15 kun_18 shes_22 ko_27 di_32 n_35 ya_37 dang_40 
K07D0045_H0045:6a-23	tshe dang ldan pa rta thul dang /	tshe_0 dang_5 ldan_10 ba_15 rta_18 thul_22 dang_27 
K07D0045_H0045:6a-24	tshe dang ldan pa rlangs pa dang /	tshe_0 dang_5 ldan_10 ba_15 rlangs_18 ba_25 dang_28 
K07D0045_H0045:6a-25	tshe dang ldan pa ming chen dang /	tshe_0 dang_5 ldan_10 ba_15 ming_18 chen_23 dang_28 
K07D0045_H0045:6a-26	tshe dang ldan pa 'char ka dang /	tshe_0 dang_5 ldan_10 ba_15 'char_18 ka_24 dang_27 
K07D0045_H0045:6a-27	tshe dang ldan pa grags pa dang /	tshe_0 dang_5 ldan_10 ba_15 grags_18 ba_24 dang_27 
K07D0045_H0045:6a-28	tshe dang ldan pa gang po dang /	tshe_0 dang_5 ldan_10 ba_15 gang_18 po_23 dang_26 
K07D0045_H0045:6a-29	tshe dang ldan pa dri ma med dang; tshe dang ldan pa ba lang bdag dang /	tshe_0 dang_5 ldan_10 ba_15 'dri_18 ma_22 med_25 dang;_29 tshe_35 dang_40 ldan_45 ba_50 ba_53 lang_56 bdag_61 dang_66 
K07D0045_H0045:6a-30	tshe dang ldan pa lag bzang dang /	tshe_0 dang_5 ldan_10 ba_15 lag_18 bzang_22 dang_28 
K07D0045_H0045:6a-31	tshe dang ldan pa lteng rgyas 'od srung dang /	tshe_0 dang_5 ldan_10 ba_15 lteng_18 rgya_24 'od_30 srung_34 dang_40 
K07D0045_H0045:6a-32	tshe dang ldan pa chu klung 'od srung dang /	tshe_0 dang_5 ldan_10 ba_15 chu_18 klung_22 'od_28 srung_32 dang_38 
K07D0045_H0045:6a-33	tshe dang ldan pa ga ya 'od srung dang /	tshe_0 dang_5 ldan_10 ba_15 ga_18 ya_21 'od_24 srung_28 dang_34 
K07D0045_H0045:6b-0	tshe dang @6b ldan pa 'od srung chen po dang /	tshe_0 dang_5 ldan_14 ba_19 'od_22 srung_26 chen_32 po_37 dang_40 
K07D0045_H0045:6b-1	tshe dang ldan pa ka tya'i bu dang /	tshe_0 dang_5 ldan_10 ba_15 ka_18 tya_21 bu_27 dang_30 
K07D0045_H0045:6b-2	tshe dang ldan pa sh'a radva ti'i bu dang /	tshe_0 dang_5 ldan_10 ba_15 sh_18 radva_23 ti_29 bu_34 dang_37 
K07D0045_H0045:6b-3	tshe dang ldan pa mo'u 'gal gyi bu chen po dang /	tshe_0 dang_5 ldan_10 ba_15 mo_18 'gal_23 gyi_28 bu_32 chen_35 po_40 dang_43 
K07D0045_H0045:6b-4	tshe dang ldan pa ma 'gags pa dang /	tshe_0 dang_5 ldan_10 ba_15 ma_18 'gag_21 ba_27 dang_30 
K07D0045_H0045:6b-5	tshe dang ldan pa rab 'byor dang /	tshe_0 dang_5 ldan_10 ba_15 rab_18 'byor_22 dang_28 
K07D0045_H0045:6b-6	tshe dang ldan pa nam gru dang /	tshe_0 dang_5 ldan_10 ba_15 nam_18 gru_22 dang_26 
K07D0045_H0045:6b-7	tshe dang ldan pa byams ma'i bu gang po dang /	tshe_0 dang_5 ldan_10 ba_15 byams_18 ma_24 bu_29 gang_32 po_37 dang_40 
K07D0045_H0045:6b-8	tshe dang ldan pa nye bar 'khor dang /	tshe_0 dang_5 ldan_10 ba_15 nye_18 ba_22 'khor_26 dang_32 
K07D0045_H0045:6b-9	tshe dang ldan pa sgra gcan zin dang /	tshe_0 dang_5 ldan_10 ba_15 sgra_18 gcan_23 zin_28 dang_32 
K07D0045_H0045:6b-10	tshe dang ldan pa kun dga' bo la sogs pa	tshe_0 dang_5 ldan_10 ba_15 kun_18 dga'_22 'bo_27 la_30 sogs_33 ba_38 
K07D0045_H0045:6b-11	dge slong brgyad stong thams cad kyang bden pa'i ngo	dge_0 slong_4 brgyad_10 stong_17 thams_23 cad_29 kyang_33 bden_39 ba_44 ngo_49 
K07D0045_H0045:6b-12	bo nyid kyi tshul mngon par rdzogs par rtogs pa	'bo_0 nyid_3 kyi_8 tshul_12 mngon_18 ba_24 rdzogs_28 ba_35 rtogs_39 ba_45 
K07D0045_H0045:6b-13	/ yang dag pa'i mtha' mngon sum du gyur pa /	yang_2 'dag_7 ba_11 mtha'_16 mngon_22 sum_28 du_32 gyur_35 ba_40 
K07D0045_H0045:6b-14	chos kyi rang bzhin la zhugs pa /	chos_0 kyi_5 rang_9 bzhin_14 la_20 'jug_23 ba_29 
K07D0045_H0045:6b-15	srid pa'i rgya mtsho las brgal ba /	srid_0 ba_5 rgya_10 mtsho_15 las_21 rgol_25 ba_31 
K07D0045_H0045:6b-16	de bzhin nyid nam mkha' lta bu'i spyod yul ba /	de_0 bzhin_3 nyid_9 nam_14 mkha'_18 lta_24 bu_28 spyod_33 yul_39 ba_43 
K07D0045_H0045:6b-17	kun du sbyor ba dang bag la nyal gyi 'ching ba bcad pa /	kun_0 du_4 sbyor_7 ba_13 dang_16 bag_21 la_25 nyal_28 gyi_33 'ching_37 ba_44 gcod_47 ba_52 
K07D0045_H0045:6b-18	gnas dang rten la ma chags pa /	gnas_0 dang_5 rten_10 la_15 ma_18 chags_21 ba_27 
K07D0045_H0045:6b-19	nam mkha' ltar zhi ba la rnam par rgyu ba /	nam_0 mkha'_4 ltar_10 zhi_15 ba_19 la_22 rnam_25 ba_30 rgyu_34 ba_39 
K07D0045_H0045:6b-20	sangs rgyas la nem nur dang yid gnyis dang the tshom za ba bcad pa /	sangs_0 rgya_6 la_12 nem_15 nur_19 dang_23 yid_28 gnyis_32 dang_38 the_43 tshom_47 za_53 ba_56 gcod_59 ba_64 
K07D0045_H0045:6b-21	sangs rgyas kyi ye shes kyi rgya mtsho la mos pa'i lam du zhugs pa /	sangs_0 rgya_6 kyi_12 ye_16 shes_19 kyi_24 rgya_28 mtsho_33 la_39 mos_42 ba_46 lam_51 du_55 'jug_58 ba_64 
K07D0045_H0045:6b-22	'gro ba thams cad la phan pa'i phyir zhugs pa /	'gro_0 ba_5 thams_8 cad_14 la_18 phan_21 ba_26 phyir_31 'jug_37 ba_43 
K07D0045_H0045:6b-23	gsol ba ma btab par dge ba'i bshes gnyen byed pa /	gsol_0 ba_5 ma_8 'debs_11 ba_16 dge_20 ba_24 bshes_29 gnyen_35 byed_41 ba_46 
K07D0045_H0045:6b-24	sems can thams cad bsrung bar zhugs pa /	sems_0 can_5 thams_9 cad_15 bsrung_19 ba_26 'jug_30 ba_36 
K07D0045_H0045:6b-25	sems can thams cad yongs su mi gtong ba'i mdza' bshes su gyur pa /	sems_0 can_5 thams_9 cad_15 yongs_19 su_25 mi_28 gtong_31 ba_37 mdza'_42 bshes_48 su_54 gyur_57 ba_62 
K07D0045_H0045:6b-26	sangs rgyas kyi bstan pa'i spyod yul las nges par byung ba /	sangs_0 rgya_6 kyi_12 ston_16 ba_22 spyod_27 yul_33 las_37 nges_41 ba_46 'byung_50 ba_56 
K07D0045_H0045:6b-27	de bzhin gshegs pa'i bstan pa bsrung bar zhugs pa /	de_0 bzhin_3 gshegs_9 ba_16 ston_21 ba_27 bsrung_30 ba_37 'jug_41 ba_47 
K07D0045_H0045:6b-28	sangs rgyas kyi bstan pa kun du 'dzin par smon lam btab pa /	sangs_0 rgya_6 kyi_12 ston_16 ba_22 kun_25 du_29 'dzin_32 ba_38 smon_42 lam_47 'debs_51 ba_56 
K07D0045_H0045:7a-0	de bzhin gshegs @7a *//	de_0 bzhin_3 gshegs_9 
K07D0045_H0045:7a-1	pa'i gdung rigs 'byung bar mngon du phyogs pa /	ba_0 gdung_5 rigs_11 'byung_16 ba_23 mngon_27 du_33 phyogs_36 ba_43 
K07D0045_H0045:7a-2	thams cad mkhyen pa'i ye shes mngon du gyur pa sha stag go /	thams_0 cad_6 mkhyen_10 ba_17 ye_22 shes_25 mngon_30 du_36 gyur_39 ba_44 sha_47 stag_51 go_56 
K07D0045_H0045:7a-3	kun tu bzang po dang /	kun_0 tu_4 bzang_7 po_13 dang_16 
K07D0045_H0045:7a-4	byang chub sems dpa' 'phags pa 'jam dpal la sogs	byang_0 chub_6 sems_11 dpa'_16 'phag_21 ba_28 'jam_31 dpal_36 la_41 sogs_44 
K07D0045_H0045:7a-5	pa byang chub sems dpa' brgyad stong dang thabs gcig	ba_0 byang_3 chub_9 sems_14 dpa'_19 brgyad_24 stong_31 dang_37 thabs_42 gcig_48 
K07D0045_H0045:7a-6	pa la 'di lta ste /	ba_0 la_3 'di_6 lta_10 ste_14 
K07D0045_H0045:7a-7	byang chub sems dpa' ye shes bla ma'i ye shes can dang /	byang_0 chub_6 sems_11 dpa'_16 ye_21 shes_24 bla_29 ma_33 ye_38 shes_41 can_46 dang_50 
K07D0045_H0045:7a-8	rin chen bla ma'i ye shes can dang /	rin_0 chen_4 bla_9 ma_13 ye_18 shes_21 can_26 dang_30 
K07D0045_H0045:7a-9	skad thams cad shes pa can dang /	skad_0 thams_5 cad_11 shes_15 ba_20 can_23 dang_27 
K07D0045_H0045:7a-10	thogs pa med pa'i ye shes can dang /	thogs_0 ba_6 med_9 ba_13 ye_18 shes_21 can_26 dang_30 
K07D0045_H0045:7a-11	me tog bla ma'i ye shes can dang /	me_0 tog_3 bla_7 ma_11 ye_16 shes_19 can_24 dang_28 
K07D0045_H0045:7a-12	nyi ma'i bla ma'i ye shes can dang /	nyi_0 ma_4 bla_9 ma_13 ye_18 shes_21 can_26 dang_30 
K07D0045_H0045:7a-13	zla ba'i bla ma'i ye shes can dang /	zla_0 ba_4 bla_9 ma_13 ye_18 shes_21 can_26 dang_30 
K07D0045_H0045:7a-14	dri ma med pa'i bla ma'i ye shes can dang /	'dri_0 ma_4 med_7 ba_11 bla_16 ma_20 ye_25 shes_28 can_33 dang_37 
K07D0045_H0045:7a-15	rdo rje'i ye shes can dang /	rdo_0 rje_4 ye_10 shes_13 can_18 dang_22 
K07D0045_H0045:7a-16	rdul med ye shes can dang /	rdul_0 med_5 ye_9 shes_12 can_17 dang_21 
K07D0045_H0045:7a-17	byang chub sems dpa' rnam par snang ba'i ye shes can dang /	byang_0 chub_6 sems_11 dpa'_16 rnam_21 ba_26 snang_30 ba_36 ye_41 shes_44 can_49 dang_53 
K07D0045_H0045:7a-18	byang chub sems dpa' snang ba'i rgyal mtshan dang /	byang_0 chub_6 sems_11 dpa'_16 snang_21 ba_27 rgyal_32 mtshan_38 dang_45 
K07D0045_H0045:7a-19	lhun po rgyal mtshan dang /	lhun_0 po_5 rgyal_8 mtshan_14 dang_21 
K07D0045_H0045:7a-20	rin chen rgyal mtshan dang /	rin_0 chen_4 rgyal_9 mtshan_15 dang_22 
K07D0045_H0045:7a-21	ma chags rgyal mtshan dang /	ma_0 chags_3 rgyal_9 mtshan_15 dang_22 
K07D0045_H0045:7a-22	me tog rgyal mtshan dang /	me_0 tog_3 rgyal_7 mtshan_13 dang_20 
K07D0045_H0045:7a-23	dri med rgyal mtshan dang /	'dri_0 med_4 rgyal_8 mtshan_14 dang_21 
K07D0045_H0045:7a-24	nyi ma'i rgyal mtshan dang; mdzes pa'i rgyal mtshan dang /	nyi_0 ma_4 rgyal_9 mtshan_15 dang;_22 mdzes_28 ba_34 rgyal_39 mtshan_45 dang_52 
K07D0045_H0045:7a-25	rdul med rgyal mtshan dang /	rdul_0 med_5 rgyal_9 mtshan_15 dang_22 
K07D0045_H0045:7a-26	byang chub sems dpa' rnam par snang ba'i rgyal mtshan dang /	byang_0 chub_6 sems_11 dpa'_16 rnam_21 ba_26 snang_30 ba_36 rgyal_41 mtshan_47 dang_54 
K07D0045_H0045:7a-27	byang chub sems dpa' sa'i gzi brjid dang /	byang_0 chub_6 sems_11 dpa'_16 sa_21 gzi_26 brjid_30 dang_36 
K07D0045_H0045:7a-28	rin po che'i gzi brjid dang /	rin_0 po_4 che_7 gzi_13 brjid_17 dang_23 
K07D0045_H0045:7a-29	gzi brjid chen po dang /	gzi_0 brjid_4 chen_10 po_15 dang_18 
K07D0045_H0045:7a-30	ye shes rdo rje'i gzi brjid dang /	ye_0 shes_3 rdo_8 rje_12 gzi_18 brjid_22 dang_28 
K07D0045_H0045:7a-31	dri ma med pa'i gzi brjid dang /	'dri_0 ma_4 med_7 ba_11 gzi_16 brjid_20 dang_26 
K07D0045_H0045:7a-32	nyi ma'i gzi brjid dang /	nyi_0 ma_4 gzi_9 brjid_13 dang_19 
K07D0045_H0045:7a-33	zla ba'i gzi brjid dang /	zla_0 ba_4 gzi_9 brjid_13 dang_19 
