K02D0008_H0009:1b-0	@1b [dd] #//	[dd]_4 
K02D0008_H0009:5b-5	byang chub sems dpa' sems dpa' chen po rgyan chen po dang /	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 rgyan_39 chen_45 po_50 dang_53 
K02D0008_H0009:5b-6	byang chub sems dpa' sems dpa' chen po rnam par bkod pa'i rgyal po dang /	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 rnam_39 ba_44 bkod_48 ba_53 rgyal_58 po_64 dang_67 
K02D0008_H0009:5b-7	byang chub sems dpa' sems dpa' chen po ri bo'i zom dang /	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 ri_39 'bo_42 zom_47 dang_51 
K02D0008_H0009:5b-8	byang chub sems dpa' sems dpa' chen po byams pa dang /	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 byams_39 ba_45 dang_48 
K02D0008_H0009:5b-9	byang chub sems dpa' sems dpa' chen po de dag dang /	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 de_39 'dag_42 dang_46 
K02D0008_H0009:5b-10	gzhan yang bye ba khrag khrig brgya stong du ma dag dang thabs cig tu bzhugs so //	gzhan_0 yang_6 'bye_11 ba_15 khrag_18 khrig_24 brgya_30 stong_36 du_42 ma_45 'dag_48 dang_52 thabs_57 cig_63 tu_67 bzhugs_70 so_77 
K02D0008_H0009:5b-11	de nas de'i tshe bcom ldan 'das nyid kyis gdan	de_0 nas_3 de_7 tshe_12 'joms_17 ldan_22 'da'_27 nyid_32 kyis_37 gdan_42 
K02D0008_H0009:5b-12	sengge'i khri bshams nas sku drang por bsrang ste dgongs	sengge_0 khri_9 bshams_14 nas_21 sku_25 'dren_29 por_35 bsrang_39 ste_46 dgongs_50 
K02D0008_H0009:5b-13	pa mngon du bzhag nas skyil mo krung bcas te	ba_0 mngon_3 du_9 'jog_12 nas_18 skyil_22 mo_28 krung_31 'cha'_37 te_42 
K02D0008_H0009:5b-14	bzhugs so // der bzhugs nas ting nge 'dzin gang du ting nge 'dzin thams cad 'du ba dang /	bzhugs_0 so_7 der_13 bzhugs_17 nas_24 ting_28 nge_33 'dzin_37 gang_43 du_48 ting_51 nge_56 'dzin_60 thams_66 cad_72 'du_76 ba_80 dang_83 
K02D0008_H0009:5b-15	khongs su chud pa dang /	khongs_0 su_7 chud_10 ba_15 dang_18 
K02D0008_H0009:5b-16	rjes su 'brang ba dang /	rjes_0 su_5 'brang_8 ba_15 dang_18 
K02D0008_H0009:5b-17	'du bar 'gyur ba'i ting nge 'dzin ting nge 'dzin	'du_0 ba_4 'gyur_8 ba_14 ting_19 nge_24 'dzin_28 ting_34 nge_39 'dzin_43 
K02D0008_H0009:5b-18	gyi rgyal po zhes bya ba la mnyam par bzhag	gyi_0 rgyal_4 po_10 zhes_13 byed_18 ba_22 la_25 mnyam_28 ba_34 'jog_38 
K02D0008_H0009:5b-19	go / de nas bcom ldan 'das dgongs shing yang	go_0 de_5 nas_8 'joms_12 ldan_17 'da'_22 dgongs_27 shing_34 yang_40 
K02D0008_H0009:5b-20	dag par mkhyen pas ting nge 'dzin de las bzhengs	'dag_0 ba_4 mkhyen_8 ba_15 ting_19 nge_24 'dzin_28 de_34 las_37 bzhengs_41 
K02D0008_H0009:5b-21	go / te / 'phrul gyi spyan gyis sangs rgyas kyi zhing 'di la rnam par gzigs so //	go_0 te_5 'phrul_10 gyi_17 spyan_21 gyis_27 sangs_32 rgya_38 kyi_44 zhing_48 'di_54 la_58 rnam_61 ba_66 gzigs_70 so_76 
K02D0008_H0009:5b-22	de ltar gzigs nas sku thams cad nas 'od zer rab tu bkye ste /	de_0 ltar_3 gzigs_8 nas_14 sku_18 thams_22 cad_28 nas_32 'od_36 zer_40 rab_44 tu_48 'gyed_51 ste_56 
K02D0008_H0009:6a-0	@6a *// de'i zhabs kyi mthil gnyis kyi 'khor lo rtsibs stong	de_8 zhabs_13 kyi_19 mthil_23 gnyis_29 kyi_35 'khor_39 lo_45 rtsibs_48 stong_55 
K02D0008_H0009:6a-1	dang ldan pa gnyis las 'od zer bye ba khrag	dang_0 ldan_5 ba_10 gnyis_13 las_19 'od_23 zer_27 'bye_31 ba_35 khrag_38 
K02D0008_H0009:6a-2	khrig brgya stong drug cu drug cu byung ngo //	khrig_0 brgya_6 stong_12 drug_18 cu_23 drug_26 cu_31 'byung_34 ngo_40 
K02D0008_H0009:6a-3	zhabs kyi sor mo bcu las kyang 'od zer bye	zhabs_0 kyi_6 sor_10 mo_14 'chu_17 las_21 kyang_25 'od_31 zer_35 'bye_39 
K02D0008_H0009:6a-4	ba khrag khrig brgya stong drug cu drug cu byung	ba_0 khrag_3 khrig_9 brgya_15 stong_21 drug_27 cu_32 drug_35 cu_40 'byung_43 
K02D0008_H0009:6a-5	ngo // zhabs kyi long bu gnyis las kyang 'od	ngo_0 zhabs_7 kyi_13 long_17 bu_22 gnyis_25 las_31 kyang_35 'od_41 
K02D0008_H0009:6a-6	zer bye ba khrag khrig brgya stong drug cu drug	zer_0 'bye_4 ba_8 khrag_11 khrig_17 brgya_23 stong_29 drug_35 cu_40 drug_43 
K02D0008_H0009:6a-7	ngo // cu byung ngo // zhabs byin pa gnyis	ngo_0 cu_7 'byung_10 ngo_16 zhabs_23 byin_29 ba_34 gnyis_37 
K02D0008_H0009:6a-8	las kyang 'od zer bye ba khrag khrig brgya stong	las_0 kyang_4 'od_10 zer_14 'bye_18 ba_22 khrag_25 khrig_31 brgya_37 stong_43 
K02D0008_H0009:6a-9	drug cu drug cu byung ngo //	drug_0 cu_5 drug_8 cu_13 'byung_16 ngo_22 
K02D0008_H0009:6a-10	zhabs pus mo gnyis las kyang 'od zer bye ba	zhabs_0 pus_6 mo_10 gnyis_13 las_19 kyang_23 'od_29 zer_33 'bye_37 ba_41 
K02D0008_H0009:6a-11	khrag khrig brgya stong drug cu drug cu byung ngo	khrag_0 khrig_6 brgya_12 stong_18 drug_24 cu_29 drug_32 cu_37 'byung_40 ngo_46 
K02D0008_H0009:6a-12	// zhabs brla gnyis las kyang 'od zer bye ba	zhabs_3 brla_9 gnyis_14 las_20 kyang_24 'od_30 zer_34 'bye_38 ba_42 
K02D0008_H0009:6a-13	khrag khrig brgya stong drug cu drug cu byung ngo	khrag_0 khrig_6 brgya_12 stong_18 drug_24 cu_29 drug_32 cu_37 'byung_40 ngo_46 
K02D0008_H0009:6a-14	// // sku sta zur gnyis las kyang 'od zer	sku_6 sta_10 zur_14 gnyis_18 las_24 kyang_28 'od_34 zer_38 
K02D0008_H0009:6a-15	bye ba khrag khrig brgya stong drug cu drug cu	'bye_0 ba_4 khrag_7 khrig_13 brgya_19 stong_25 drug_31 cu_36 drug_39 cu_44 
K02D0008_H0009:6a-16	// // byung ngo // sku lte ba'i dkyil 'khor	'byung_6 ngo_12 sku_19 lte_23 ba_27 dkyil_32 'khor_38 
K02D0008_H0009:6a-17	nas kyang 'od zer bye ba khrag khrig brgya stong	nas_0 kyang_4 'od_10 zer_14 'bye_18 ba_22 khrag_25 khrig_31 brgya_37 stong_43 
K02D0008_H0009:6a-18	drug cu byung ngo //	drug_0 cu_5 'byung_8 ngo_14 
K02D0008_H0009:6a-19	sku rtsib logs gnyis las kyang 'od zer bye ba	sku_0 rtsib_4 logs_10 gnyis_15 las_21 kyang_25 'od_31 zer_35 'bye_39 ba_43 
K02D0008_H0009:6a-20	khrag khrig brgya stong drug cu drug cu byung ngo	khrag_0 khrig_6 brgya_12 stong_18 drug_24 cu_29 drug_32 cu_37 'byung_40 ngo_46 
K02D0008_H0009:6a-21	// thugs ka'i skyes bu chen po'i mtshan dpal gyi	thugs_3 ka_9 skye_14 bu_20 chen_23 po_28 mtshan_33 dpal_40 gyi_45 
K02D0008_H0009:6a-22	be'u las kyang 'od zer bye ba khrag khrig brgya	be_0 las_5 kyang_9 'od_15 zer_19 'bye_23 ba_27 khrag_30 khrig_36 brgya_42 
K02D0008_H0009:6a-23	stong drug cu byung ngo //	stong_0 drug_6 cu_11 'byung_14 ngo_20 
K02D0008_H0009:6a-24	phyag gi sor mo bcu las kyang 'od zer bye	phyag_0 gi_6 sor_9 mo_13 'chu_16 las_20 kyang_24 'od_30 zer_34 'bye_38 
K02D0008_H0009:6a-25	ba khrag khrig brgya stong drug cu drug cu byung	ba_0 khrag_3 khrig_9 brgya_15 stong_21 drug_27 cu_32 drug_35 cu_40 'byung_43 
K02D0008_H0009:6a-26	ngo // phyag lag ngar gnyis las kyang 'od zer	ngo_0 phyag_7 lag_13 ngar_17 gnyis_22 las_28 kyang_32 'od_38 zer_42 
K02D0008_H0009:6a-27	bye ba khrag khrig brgya stong drug cu drug cu	'bye_0 ba_4 khrag_7 khrig_13 brgya_19 stong_25 drug_31 cu_36 drug_39 cu_44 
K02D0008_H0009:6a-28	ngo // byung ngo // sku phrag pa gnyis las	ngo_0 'byung_7 ngo_13 sku_20 phrag_24 ba_30 gnyis_33 las_39 
K02D0008_H0009:6a-29	kyang 'od zer bye ba khrag khrig brgya stong drug	kyang_0 'od_6 zer_10 'bye_14 ba_18 khrag_21 khrig_27 brgya_33 stong_39 drug_45 
K02D0008_H0009:6a-30	cu drug cu byung ngo //	cu_0 drug_3 cu_8 'byung_11 ngo_17 
K02D0008_H0009:6b-0	mgur nas kyang 'od zer bye ba khrag khrig @6b brgya stong drug cu byung ngo //	mgur_0 nas_5 kyang_9 'od_15 zer_19 'bye_23 ba_27 khrag_30 khrig_36 brgya_46 stong_52 drug_58 cu_63 'byung_66 ngo_72 
K02D0008_H0009:6b-1	tshems mche ba bzhi las kyang 'od zer bye ba	tshems_0 mche_7 ba_12 bzhi_15 las_20 kyang_24 'od_30 zer_34 'bye_38 ba_42 
K02D0008_H0009:6b-2	khrag khrig brgya stong drug cu drug cu byung ngo	khrag_0 khrig_6 brgya_12 stong_18 drug_24 cu_29 drug_32 cu_37 'byung_40 ngo_46 
K02D0008_H0009:6b-3	// tshems bzhi bcu las kyang 'od zer bye ba	tshems_3 bzhi_10 'chu_15 las_19 kyang_23 'od_29 zer_33 'bye_37 ba_41 
K02D0008_H0009:6b-4	khrag khrig brgya stong drug cu drug cu byung ngo	khrag_0 khrig_6 brgya_12 stong_18 drug_24 cu_29 drug_32 cu_37 'byung_40 ngo_46 
K02D0008_H0009:6b-5	// // spyan gnyis nas kyang 'od zer bye ba	spyan_6 gnyis_12 nas_18 kyang_22 'od_28 zer_32 'bye_36 ba_40 
K02D0008_H0009:6b-6	khrag khrig brgya stong drug cu drug cu byung ngo	khrag_0 khrig_6 brgya_12 stong_18 drug_24 cu_29 drug_32 cu_37 'byung_40 ngo_46 
K02D0008_H0009:6b-7	// // // snyan gnyis nas kyang 'od zer bye	snyan_9 gnyis_15 nas_21 kyang_25 'od_31 zer_35 'bye_39 
K02D0008_H0009:6b-8	ba khrag khrig brgya stong drug cu drug cu byung	ba_0 khrag_3 khrig_9 brgya_15 stong_21 drug_27 cu_32 drug_35 cu_40 'byung_43 
K02D0008_H0009:6b-9	// // // ngo // shangs kyi sbubs gnyis nas	ngo_9 shangs_16 kyi_23 sbub_27 gnyis_33 nas_39 
K02D0008_H0009:6b-10	kyang 'od zer bye ba khrag khrig brgya stong drug	kyang_0 'od_6 zer_10 'bye_14 ba_18 khrag_21 khrig_27 brgya_33 stong_39 drug_45 
K02D0008_H0009:6b-11	cu drug cu byung ngo //	cu_0 drug_3 cu_8 'byung_11 ngo_17 
K02D0008_H0009:6b-12	smin mtshams kyi mdzod spu nas kyang 'od zer bye ba khrag khrig brgya stong drug cu byung ngo //	smin_0 mtshams_5 kyi_13 mdzod_17 spu_23 nas_27 kyang_31 'od_37 zer_41 'bye_45 ba_49 khrag_52 khrig_58 brgya_64 stong_70 drug_76 cu_81 'byung_84 ngo_90 
K02D0008_H0009:6b-13	steng gi spyi gtsug nas kyang 'od zer bye ba khrag khrig brgya stong drug cu byung ngo //	steng_0 gi_6 spyi_9 gtsug_14 nas_20 kyang_24 'od_30 zer_34 'bye_38 ba_42 khrag_45 khrig_51 brgya_57 stong_63 drug_69 cu_74 'byung_77 ngo_83 
K02D0008_H0009:6b-14	zhal gyi sgo nas kyang 'od zer bye ba khrag khrig brgya stong drug cu byung ste /	zhal_0 gyi_5 sgo_9 nas_13 kyang_17 'od_23 zer_27 'bye_31 ba_35 khrag_38 khrig_44 brgya_50 stong_56 drug_62 cu_67 'byung_70 ste_76 
K02D0008_H0009:6b-15	'od zer bye ba khrag khrig brgya stong drug cu	'od_0 zer_4 'bye_8 ba_12 khrag_15 khrig_21 brgya_27 stong_33 drug_39 cu_44 
K02D0008_H0009:6b-16	po de dag thams cad kyis stong gsum gyi stong	po_0 de_3 'dag_6 thams_10 cad_16 kyis_20 stong_25 gsum_31 gyi_36 stong_40 
K02D0008_H0009:6b-17	chen po'i 'jig rten gyi khams 'di thams cad snang	chen_0 po_5 'jig_10 rten_15 gyi_20 khams_24 'di_30 thams_34 cad_40 snang_44 
K02D0008_H0009:6b-18	ba chen pos khyab par byas te /	ba_0 chen_3 pos_8 khyab_12 ba_18 byed_22 te_27 
K02D0008_H0009:6b-19	shar phyogs su 'jig rten gyi khams gangg'a'i klung gi	'char_0 phyogs_5 su_12 'jig_15 rten_20 gyi_25 khams_29 gangg'i_35 klung_45 gi_51 
K02D0008_H0009:6b-20	bye ma snyed snang ba chen pos khyab par byas	'bye_0 ma_4 snyed_7 snang_13 ba_19 chen_22 pos_27 khyab_31 ba_37 byed_41 
K02D0008_H0009:6b-21	so; ;lho phyogs su 'jig rten gyi khams gangg'a'i klung	so;_0 ;lho_4 phyogs_9 su_16 'jig_19 rten_24 gyi_29 khams_33 gangg'i_39 klung_49 
K02D0008_H0009:6b-22	gi bye ma snyed snang ba chen pos khyab par	gi_0 'bye_3 ma_7 snyed_10 snang_16 ba_22 chen_25 pos_30 khyab_34 ba_40 
K02D0008_H0009:6b-23	byas so // nub phyogs su 'jig rten gyi khams	byed_0 so_5 nub_11 phyogs_15 su_22 'jig_25 rten_30 gyi_35 khams_39 
K02D0008_H0009:6b-24	gangg'a'i klung gi bye ma snyed snang ba chen pos	gangg'i_0 klung_10 gi_16 'bye_19 ma_23 snyed_26 snang_32 ba_38 chen_41 pos_46 
K02D0008_H0009:6b-25	khyab par byas so //	khyab_0 ba_6 byed_10 so_15 
K02D0008_H0009:6b-26	byang phyogs su 'jig rten gyi khams gangg'a'i klung gi	byang_0 phyogs_6 su_13 'jig_16 rten_21 gyi_26 khams_30 gangg'i_36 klung_46 gi_52 
K02D0008_H0009:6b-27	bye ma snyed snang ba chen pos khyab par byas	'bye_0 ma_4 snyed_7 snang_13 ba_19 chen_22 pos_27 khyab_31 ba_37 byed_41 
K02D0008_H0009:7a-0	so // byang shar gyi phyogs mtshams su 'jig rten gyi khams gangg'a'i klung gi bye @7a *//	so_0 byang_6 'char_12 gyi_17 phyogs_21 mtshams_28 su_36 'jig_39 rten_44 gyi_49 khams_53 gangg'i_59 klung_69 gi_75 'bye_78 
K02D0008_H0009:7a-1	ma snyed snang ba chen pos khyab par byas so //	ma_0 snyed_3 snang_9 ba_15 chen_18 pos_23 khyab_27 ba_33 byed_37 so_42 
K02D0008_H0009:7a-2	shar lho'i phyogs mtshams su 'jig rten gyi khams gangg'a'i	'char_0 lho_5 phyogs_11 mtshams_18 su_26 'jig_29 rten_34 gyi_39 khams_43 gangg'i_49 
K02D0008_H0009:7a-3	klung gi bye ma snyed snang ba chen pos khyab	klung_0 gi_6 'bye_9 ma_13 snyed_16 snang_22 ba_28 chen_31 pos_36 khyab_40 
K02D0008_H0009:7a-4	par byas so // lho nub kyi phyogs mtshams su	ba_0 byed_4 so_9 lho_15 nub_19 kyi_23 phyogs_27 mtshams_34 su_42 
K02D0008_H0009:7a-5	'jig rten gyi khams gangg'a'i klung gi bye ma snyed	'jig_0 rten_5 gyi_10 khams_14 gangg'i_20 klung_30 gi_36 'bye_39 ma_43 snyed_46 
K02D0008_H0009:7a-6	snang ba chen pos khyab par byas so //	snang_0 ba_6 chen_9 pos_14 khyab_18 ba_24 byed_28 so_33 
K02D0008_H0009:7a-7	nub byang gi phyogs mtshams su 'jig rten gyi khams	nub_0 byang_4 gi_10 phyogs_13 mtshams_20 su_28 'jig_31 rten_36 gyi_41 khams_45 
K02D0008_H0009:7a-8	gangg'a'i klung gi bye ma snyed snang ba chen pos	gangg'i_0 klung_10 gi_16 'bye_19 ma_23 snyed_26 snang_32 ba_38 chen_41 pos_46 
K02D0008_H0009:7a-9	khyab par byas so //	khyab_0 ba_6 byed_10 so_15 
K02D0008_H0009:7a-10	'og gi phyogs su 'jig rten gyi khams gangg'a'i klung	'og_0 gi_4 phyogs_7 su_14 'jig_17 rten_22 gyi_27 khams_31 gangg'i_37 klung_47 
K02D0008_H0009:7a-11	gi bye ma snyed snang ba chen pos khyab par	gi_0 'bye_3 ma_7 snyed_10 snang_16 ba_22 chen_25 pos_30 khyab_34 ba_40 
K02D0008_H0009:7a-12	byas so // steng gi phyogs su 'jig rten gyi	byed_0 so_5 steng_11 gi_17 phyogs_20 su_27 'jig_30 rten_35 gyi_40 
K02D0008_H0009:7a-13	khams gangg'a'i klung gi bye ma snyed snang ba chen	khams_0 gangg'i_6 klung_16 gi_22 'bye_25 ma_29 snyed_32 snang_38 ba_44 chen_47 
K02D0008_H0009:7a-14	pos khyab par byas so //	pos_0 khyab_4 ba_10 byed_14 so_19 
K02D0008_H0009:7a-15	sems can gang gis 'od de mthong ba dang /	sems_0 can_5 gang_9 gis_14 'od_18 de_22 mthong_25 ba_32 dang_35 
K02D0008_H0009:7a-16	'od des gang la reg par gyur pa de dag	'od_0 des_4 gang_8 la_13 reg_16 ba_20 gyur_24 ba_29 de_32 'dag_35 
K02D0008_H0009:7a-17	thams cad kyang bla na med pa yang dag par	thams_0 cad_6 kyang_10 bla_16 na_20 med_23 ba_27 yang_30 'dag_35 ba_39 
K02D0008_H0009:7a-18	rdzogs pa'i byang chub tu nges par gyur to //	rdzogs_0 ba_7 byang_12 chub_18 tu_23 nges_26 ba_31 gyur_35 to_40 
K02D0008_H0009:7a-19	de nas yang bcom ldan 'das kyis ba spu'i sgo	de_0 nas_3 yang_7 'joms_12 ldan_17 'da'_22 kyis_27 ba_32 spu_35 sgo_41 
K02D0008_H0009:7a-20	thams cad nas 'od zer rab tu dgye ba mdzad	thams_0 cad_6 nas_10 'od_14 zer_18 rab_22 tu_26 dgye_29 ba_34 mdzad_37 
K02D0008_H0009:7a-21	de / 'od des kyang stong gsum gyi stong chen	de_0 'od_5 des_9 kyang_13 stong_19 gsum_25 gyi_30 stong_34 chen_40 
K02D0008_H0009:7a-22	po'i 'jig rten gyi khams 'di snang ba chen pos	po_0 'jig_5 rten_10 gyi_15 khams_19 'di_25 snang_29 ba_35 chen_38 pos_43 
K02D0008_H0009:7a-23	khyab par byas so //	khyab_0 ba_6 byed_10 so_15 
K02D0008_H0009:7a-24	shar phyogs su 'jig rten gyi khams gangg'a'i klung gi	'char_0 phyogs_5 su_12 'jig_15 rten_20 gyi_25 khams_29 gangg'i_35 klung_45 gi_51 
K02D0008_H0009:7a-25	bye ma snyed snang ba chen pos khyab par byas	'bye_0 ma_4 snyed_7 snang_13 ba_19 chen_22 pos_27 khyab_31 ba_37 byed_41 
K02D0008_H0009:7a-26	so // lho phyogs su 'jig rten gyi khams gangg'a'i	so_0 lho_6 phyogs_10 su_17 'jig_20 rten_25 gyi_30 khams_34 gangg'i_40 
K02D0008_H0009:7a-27	klung gi bye ma snyed snang ba chen pos khyab	klung_0 gi_6 'bye_9 ma_13 snyed_16 snang_22 ba_28 chen_31 pos_36 khyab_40 
K02D0008_H0009:7a-28	so // par byas so // nub phyogs su 'jig	so_0 ba_6 byed_10 so_15 nub_21 phyogs_25 su_32 'jig_35 
K02D0008_H0009:7a-29	rten gyi khams gangg'a'i klung gi bye ma snyed snang	rten_0 gyi_5 khams_9 gangg'i_15 klung_25 gi_31 'bye_34 ma_38 snyed_41 snang_47 
K02D0008_H0009:7b-0	ba chen pos khyab par byas @7b so; ;byang phyogs	ba_0 chen_3 pos_8 khyab_12 ba_18 byed_22 so;_31 ;byang_35 phyogs_42 
K02D0008_H0009:7b-1	su 'jig rten gyi khams gangg'a'i klung gi bye ma	su_0 'jig_3 rten_8 gyi_13 khams_17 gangg'i_23 klung_33 gi_39 'bye_42 ma_46 
K02D0008_H0009:7b-2	snyed snang ba chen pos khyab par byas so //	snyed_0 snang_6 ba_12 chen_15 pos_20 khyab_24 ba_30 byed_34 so_39 
K02D0008_H0009:7b-3	byang shar gyi phyogs mtshams su 'jig rten gyi khams	byang_0 'char_6 gyi_11 phyogs_15 mtshams_22 su_30 'jig_33 rten_38 gyi_43 khams_47 
K02D0008_H0009:7b-4	gangg'a'i klung gi bye ma snyed snang ba chen pos	gangg'i_0 klung_10 gi_16 'bye_19 ma_23 snyed_26 snang_32 ba_38 chen_41 pos_46 
K02D0008_H0009:7b-5	khyab par byas so //	khyab_0 ba_6 byed_10 so_15 
K02D0008_H0009:7b-6	shar lho'i phyogs mtshams su 'jig rten gyi khams gangg'a'i	'char_0 lho_5 phyogs_11 mtshams_18 su_26 'jig_29 rten_34 gyi_39 khams_43 gangg'i_49 
K02D0008_H0009:7b-7	klung gi bye ma snyed snang ba chen pos khyab	klung_0 gi_6 'bye_9 ma_13 snyed_16 snang_22 ba_28 chen_31 pos_36 khyab_40 
K02D0008_H0009:7b-8	par byas so // lho nub kyi phyogs mtshams su	ba_0 byed_4 so_9 lho_15 nub_19 kyi_23 phyogs_27 mtshams_34 su_42 
K02D0008_H0009:7b-9	'jig rten gyi khams gangg'a'i klung gi bye ma snyed	'jig_0 rten_5 gyi_10 khams_14 gangg'i_20 klung_30 gi_36 'bye_39 ma_43 snyed_46 
K02D0008_H0009:7b-10	snang ba chen pos khyab par byas so //	snang_0 ba_6 chen_9 pos_14 khyab_18 ba_24 byed_28 so_33 
K02D0008_H0009:7b-11	nub byang gi phyogs mtshams su 'jig rten gyi khams	nub_0 byang_4 gi_10 phyogs_13 mtshams_20 su_28 'jig_31 rten_36 gyi_41 khams_45 
K02D0008_H0009:7b-12	gangg'a'i klung gi bye ma snyed snang ba chen pos	gangg'i_0 klung_10 gi_16 'bye_19 ma_23 snyed_26 snang_32 ba_38 chen_41 pos_46 
K02D0008_H0009:7b-13	khyab par byas so //	khyab_0 ba_6 byed_10 so_15 
K02D0008_H0009:7b-14	'og gi phyogs su 'jig rten gyi khams gangg'a'i klung	'og_0 gi_4 phyogs_7 su_14 'jig_17 rten_22 gyi_27 khams_31 gangg'i_37 klung_47 
K02D0008_H0009:7b-15	gi bye ma snyed snang ba chen pos khyab par	gi_0 'bye_3 ma_7 snyed_10 snang_16 ba_22 chen_25 pos_30 khyab_34 ba_40 
K02D0008_H0009:7b-16	byas so // steng gi phyogs su 'jig rten gyi	byed_0 so_5 steng_11 gi_17 phyogs_20 su_27 'jig_30 rten_35 gyi_40 
K02D0008_H0009:7b-17	khams gangg'a'i klung gi bye ma snyed snang ba chen	khams_0 gangg'i_6 klung_16 gi_22 'bye_25 ma_29 snyed_32 snang_38 ba_44 chen_47 
K02D0008_H0009:7b-18	pos khyab par byas so //	pos_0 khyab_4 ba_10 byed_14 so_19 
K02D0008_H0009:7b-19	sems can gang gis 'od de mthong ba dang /	sems_0 can_5 gang_9 gis_14 'od_18 de_22 mthong_25 ba_32 dang_35 
K02D0008_H0009:7b-20	'od des gang la reg par gyur pa de dag	'od_0 des_4 gang_8 la_13 reg_16 ba_20 gyur_24 ba_29 de_32 'dag_35 
K02D0008_H0009:7b-21	thams cad kyang bla na med pa yang dag par	thams_0 cad_6 kyang_10 bla_16 na_20 med_23 ba_27 yang_30 'dag_35 ba_39 
K02D0008_H0009:7b-22	rdzogs pa'i byang chub tu nges par gyur to //	rdzogs_0 ba_7 byang_12 chub_18 tu_23 nges_26 ba_31 gyur_35 to_40 
K02D0008_H0009:7b-23	de nas yang bcom ldan 'das kyis de bzhin gshegs	de_0 nas_3 yang_7 'joms_12 ldan_17 'da'_22 kyis_27 de_32 bzhin_35 gshegs_41 
K02D0008_H0009:7b-24	pa'i rang bzhin gyi 'od kyis stong gsum gyi stong	ba_0 rang_5 bzhin_10 gyi_16 'od_20 kyis_24 stong_29 gsum_35 gyi_40 stong_44 
K02D0008_H0009:7b-25	chen po'i 'jig rten gyi khams 'di snang ba chen	chen_0 po_5 'jig_10 rten_15 gyi_20 khams_24 'di_30 snang_34 ba_40 chen_43 
K02D0008_H0009:7b-26	pos khyab par mdzad de /	pos_0 khyab_4 ba_10 mdzad_14 de_20 
K02D0008_H0009:7b-27	shar phyogs su 'jig rten gyi khams gangg'a'i klung gi	'char_0 phyogs_5 su_12 'jig_15 rten_20 gyi_25 khams_29 gangg'i_35 klung_45 gi_51 
K02D0008_H0009:7b-28	bye ma snyed snang ba chen pos khyab par mdzad	'bye_0 ma_4 snyed_7 snang_13 ba_19 chen_22 pos_27 khyab_31 ba_37 mdzad_41 
K02D0008_H0009:7b-29	do // lho phyogs su 'jig rten gyi khams gangg'a'i	do_0 lho_6 phyogs_10 su_17 'jig_20 rten_25 gyi_30 khams_34 gangg'i_40 
K02D0008_H0009:7b-30	klung gi bye ma snyed snang ba chen pos khyab	klung_0 gi_6 'bye_9 ma_13 snyed_16 snang_22 ba_28 chen_31 pos_36 khyab_40 
K02D0008_H0009:8a-0	do // par mdzad do // @8a *//	do_0 ba_6 mdzad_10 do_16 
K02D0008_H0009:8a-1	nub phyogs su 'jig rten gyi khams gangg'a'i klung gi	nub_0 phyogs_4 su_11 'jig_14 rten_19 gyi_24 khams_28 gangg'i_34 klung_44 gi_50 
K02D0008_H0009:8a-2	bye ma snyed snang ba chen pos khyab par mdzad	'bye_0 ma_4 snyed_7 snang_13 ba_19 chen_22 pos_27 khyab_31 ba_37 mdzad_41 
K02D0008_H0009:8a-3	do // byang phyogs su 'jig rten gyi khams gangg'a'i	do_0 byang_6 phyogs_12 su_19 'jig_22 rten_27 gyi_32 khams_36 gangg'i_42 
K02D0008_H0009:8a-4	klung gi bye ma snyed snang ba chen pos khyab	klung_0 gi_6 'bye_9 ma_13 snyed_16 snang_22 ba_28 chen_31 pos_36 khyab_40 
K02D0008_H0009:8a-5	do // par mdzad do // byang shar gyi phyogs	do_0 ba_6 mdzad_10 do_16 byang_22 'char_28 gyi_33 phyogs_37 
K02D0008_H0009:8a-6	mtshams su 'jig rten gyi khams gangg'a'i klung gi bye	mtshams_0 su_8 'jig_11 rten_16 gyi_21 khams_25 gangg'i_31 klung_41 gi_47 'bye_50 
K02D0008_H0009:8a-7	ma snyed snang ba chen pos khyab par mdzad do	ma_0 snyed_3 snang_9 ba_15 chen_18 pos_23 khyab_27 ba_33 mdzad_37 do_43 
K02D0008_H0009:8a-8	do // par mdzad do // // shar lho'i phyogs	do_0 ba_6 mdzad_10 do_16 'char_25 lho_30 phyogs_36 
K02D0008_H0009:8a-9	mtshams su 'jig rten gyi khams gangg'a'i klung gi bye	mtshams_0 su_8 'jig_11 rten_16 gyi_21 khams_25 gangg'i_31 klung_41 gi_47 'bye_50 
K02D0008_H0009:8a-10	ma snyed snang ba chen pos khyab par mdzad do	ma_0 snyed_3 snang_9 ba_15 chen_18 pos_23 khyab_27 ba_33 mdzad_37 do_43 
K02D0008_H0009:8a-11	do // par mdzad do // // // lho nub	do_0 ba_6 mdzad_10 do_16 lho_28 nub_32 
