K05D0010_H0012:1b-0	@1b [dd] #//	[dd]_4 
K05D0010_H0012:5a-31	par rdzogs pa'i byang chub las phyir mi ldog par	ba_0 rdzogs_4 ba_11 byang_16 chub_22 las_27 phyir_31 mi_37 ldog_40 ba_45 
K05D0010_H0012:5a-32	gyur to // de nas yang bcom ldan 'das kyis	gyur_0 to_5 de_11 nas_14 yang_18 'joms_23 ldan_28 'da'_33 kyis_38 
K05D0010_H0012:5a-33	spu'i khung bu thams cad nas 'od zer bkye ste	spu_0 khung_6 bu_12 thams_15 cad_21 nas_25 'od_29 zer_33 'gyed_37 ste_42 
K05D0010_H0012:5a-34	gyur to // / spu'i khung bu re re nas	gyur_0 to_5 spu_13 khung_19 bu_25 re_28 re_31 nas_34 
K05D0010_H0012:5b-0	kyang 'od zer bye ba khrag khrig @5b 'bum phrag	kyang_0 'od_6 zer_10 'bye_14 ba_18 khrag_21 khrig_27 'bum_37 phrag_42 
K05D0010_H0012:5b-1	drug cu drug cu byung nas /	drug_0 cu_5 drug_8 cu_13 'byung_16 nas_22 
K05D0010_H0012:5b-2	'od zer de dag gis kyang stong gsum gyi stong	'od_0 zer_4 de_8 'dag_11 gis_15 kyang_19 stong_25 gsum_31 gyi_36 stong_40 
K05D0010_H0012:5b-3	chen po'i 'jig rten gyi khams 'di snang ba chen	chen_0 po_5 'jig_10 rten_15 gyi_20 khams_24 'di_30 snang_34 ba_40 chen_43 
K05D0010_H0012:5b-4	pos khyab par byas te /	pos_0 khyab_4 ba_10 byed_14 te_19 
K05D0010_H0012:5b-5	de dag gis shar phyogs su 'jig rten gyi khams	de_0 'dag_3 gis_7 'char_11 phyogs_16 su_23 'jig_26 rten_31 gyi_36 khams_40 
K05D0010_H0012:5b-6	gangg'a'i klung gi bye ma snyed dag snang ba chen	gangg'i_0 klung_10 gi_16 'bye_19 ma_23 snyed_26 'dag_32 snang_36 ba_42 chen_45 
K05D0010_H0012:5b-7	pos khyab par snang bar byas so //	pos_0 khyab_4 ba_10 snang_14 ba_20 byed_24 so_29 
K05D0010_H0012:5b-8	de bzhin du lho dang /	de_0 bzhin_3 du_9 lho_12 dang_16 
K05D0010_H0012:5b-9	nub dang /	nub_0 dang_4 
K05D0010_H0012:5b-10	byang phyogs dang /	byang_0 phyogs_6 dang_13 
K05D0010_H0012:5b-11	byang shar dang /	byang_0 'char_6 dang_11 
K05D0010_H0012:5b-12	shar lho dang /	'char_0 lho_5 dang_9 
K05D0010_H0012:5b-13	lho nub dang /	lho_0 nub_4 dang_8 
K05D0010_H0012:5b-14	nub byang gi phyogs mtshams dang /	nub_0 byang_4 gi_10 phyogs_13 mtshams_20 dang_28 
K05D0010_H0012:5b-15	'og dang /	'og_0 dang_4 
K05D0010_H0012:5b-16	steng gi phyogs su phyogs re rer yang 'jig rten	steng_0 gi_6 phyogs_9 su_16 phyogs_19 re_26 rer_29 yang_33 'jig_38 rten_43 
K05D0010_H0012:5b-17	gyi khams gangg'a'i klung gi bye ma snyed dag 'od	gyi_0 khams_4 gangg'i_10 klung_20 gi_26 'bye_29 ma_33 snyed_36 'dag_42 'od_46 
K05D0010_H0012:5b-18	zer gyi snang ba des khyab par snang bar byas	zer_0 gyi_4 snang_8 ba_14 des_17 khyab_21 ba_27 snang_31 ba_37 byed_41 
K05D0010_H0012:5b-19	so; ;sems can gang dag gis 'od de mthong ba	so;_0 ;sems_4 can_10 gang_14 'dag_19 gis_23 'od_27 de_31 mthong_34 ba_41 
K05D0010_H0012:5b-20	dang / gang dag 'od zer gyi snang ba des	dang_0 gang_7 'dag_12 'od_16 zer_20 gyi_24 snang_28 ba_34 des_37 
K05D0010_H0012:5b-21	reg pa de dag thams cad bla na med pa	reg_0 ba_4 de_7 'dag_10 thams_14 cad_20 bla_24 na_28 med_31 ba_35 
K05D0010_H0012:5b-22	yang dag par rdzogs pa'i byang chub las phyir mi	yang_0 'dag_5 ba_9 rdzogs_13 ba_20 byang_25 chub_31 las_36 phyir_40 mi_46 
K05D0010_H0012:5b-23	ldog par gyur to //	ldog_0 ba_5 gyur_9 to_14 
K05D0010_H0012:5b-24	de nas yang bcom ldan 'das kyis de bzhin gshegs	de_0 nas_3 yang_7 'joms_12 ldan_17 'da'_22 kyis_27 de_32 bzhin_35 gshegs_41 
K05D0010_H0012:5b-25	pa'i rang bzhin gyi 'od gang yin pa'i 'od des	ba_0 rang_5 bzhin_10 gyi_16 'od_20 gang_24 yin_29 ba_33 'od_38 des_42 
K05D0010_H0012:5b-26	stong gsum gyi stong chen po'i 'jig rten gyi khams	stong_0 gsum_6 gyi_11 stong_15 chen_21 po_26 'jig_31 rten_36 gyi_41 khams_45 
K05D0010_H0012:5b-27	'di snang ba chen pos khyab par mdzad do //	'di_0 snang_4 ba_10 chen_13 pos_18 khyab_22 ba_28 mdzad_32 do_38 
K05D0010_H0012:5b-28	shar phyogs su 'jig rten gyi khams gangg'a'i klung gi	'char_0 phyogs_5 su_12 'jig_15 rten_20 gyi_25 khams_29 gangg'i_35 klung_45 gi_51 
K05D0010_H0012:5b-29	bye ma snyed dag snang ba chen po des khyab	'bye_0 ma_4 snyed_7 'dag_13 snang_17 ba_23 chen_26 po_31 des_34 khyab_38 
K05D0010_H0012:5b-30	par mdzad do // de bzhin du lho dang /	ba_0 mdzad_4 do_10 de_16 bzhin_19 du_25 lho_28 dang_32 
K05D0010_H0012:5b-31	nub dang /	nub_0 dang_4 
K05D0010_H0012:5b-32	byang phyogs dang /	byang_0 phyogs_6 dang_13 
K05D0010_H0012:5b-33	byang shar dang /	byang_0 'char_6 dang_11 
K05D0010_H0012:5b-34	shar lho dang /	'char_0 lho_5 dang_9 
K05D0010_H0012:5b-35	lho nub dang /	lho_0 nub_4 dang_8 
K05D0010_H0012:5b-36	nub byang gi phyogs mtshams dang /	nub_0 byang_4 gi_10 phyogs_13 mtshams_20 dang_28 
K05D0010_H0012:5b-37	'og dang /	'og_0 dang_4 
K05D0010_H0012:6a-0	steng gi phyogs su phyogs re rer yang 'jig rten gyi khams gangg'a'i klung gi bye ma snyed @6a *//	steng_0 gi_6 phyogs_9 su_16 phyogs_19 re_26 rer_29 yang_33 'jig_38 rten_43 gyi_48 khams_52 gangg'i_58 klung_68 gi_74 'bye_77 ma_81 snyed_84 
K05D0010_H0012:6a-1	dag snang ba chen po des khyab par mdzad do //	'dag_0 snang_4 ba_10 chen_13 po_18 des_21 khyab_25 ba_31 mdzad_35 do_41 
K05D0010_H0012:6a-2	sems can gang dag gis 'od de mthong ba dang /	sems_0 can_5 gang_9 'dag_14 gis_18 'od_22 de_26 mthong_29 ba_36 dang_39 
K05D0010_H0012:6a-3	gang dag 'od des reg pa de dag thams cad	gang_0 'dag_5 'od_9 des_13 reg_17 ba_21 de_24 'dag_27 thams_31 cad_37 
K05D0010_H0012:6a-4	bla na med pa yang dag par rdzogs pa'i byang	bla_0 na_4 med_7 ba_11 yang_14 'dag_19 ba_23 rdzogs_27 ba_34 byang_39 
K05D0010_H0012:6a-5	chub las phyir mi ldog par gyur to //	chub_0 las_5 phyir_9 mi_15 ldog_18 ba_23 gyur_27 to_32 
K05D0010_H0012:6a-6	de nas yang bcom ldan 'das kyis zhal gyi sgo nas ljags kyi dbang po phyung nas /	de_0 nas_3 yang_7 'joms_12 ldan_17 'da'_22 kyis_27 zhal_32 gyi_37 sgo_41 nas_45 ljags_49 kyi_55 dbang_59 po_65 'byin_68 nas_75 
K05D0010_H0012:6a-7	thams cad dang ldan pa'i stong gsum gyi stong chen	thams_0 cad_6 dang_10 ldan_15 ba_20 stong_25 gsum_31 gyi_36 stong_40 chen_46 
K05D0010_H0012:6a-8	po'i 'jig rten gyi khams 'di ljags kyi dbang pos	po_0 'jig_5 rten_10 gyi_15 khams_19 'di_25 ljags_29 kyi_35 dbang_39 pos_45 
K05D0010_H0012:6a-9	khebs par mdzad de /	khebs_0 ba_6 mdzad_10 de_16 
K05D0010_H0012:6a-10	stong gsum gyi stong chen po'i 'jig rten gyi khams	stong_0 gsum_6 gyi_11 stong_15 chen_21 po_26 'jig_31 rten_36 gyi_41 khams_45 
K05D0010_H0012:6a-11	ljags kyi dbang pos khyab par mdzad nas 'dzum pa	ljags_0 kyi_6 dbang_10 pos_16 khyab_20 ba_26 mdzad_30 nas_36 'dzum_40 ba_46 
K05D0010_H0012:6a-12	mdzad do // ljags kyi dbang po de las kyang	mdzad_0 do_6 ljags_12 kyi_18 dbang_22 po_28 de_31 las_34 kyang_38 
K05D0010_H0012:6a-13	'od zer kha dog sna tshogs bye ba khrag khrig	'od_0 zer_4 kha_8 dog_12 sna_16 tshogs_20 'bye_27 ba_31 khrag_34 khrig_40 
K05D0010_H0012:6a-14	'bum phrag du ma byung ste /	'bum_0 phrag_5 du_11 ma_14 'byung_17 ste_23 
K05D0010_H0012:6a-15	'od zer de dag thams cad la rin po che	'od_0 zer_4 de_8 'dag_11 thams_15 cad_21 la_25 rin_28 po_32 che_35 
K05D0010_H0012:6a-16	sna tshogs kyi rgyu las byung ba'i padma gser gyi	sna_0 tshogs_4 kyi_11 rgyu_15 las_20 'byung_24 ba_30 padma_35 gser_41 gyi_46 
K05D0010_H0012:6a-17	mdog tu snang ba 'dab ma stong dang ldan pa	mdog_0 tu_5 snang_8 ba_14 'dab_17 ma_22 stong_25 dang_31 ldan_36 ba_41 
K05D0010_H0012:6a-18	sna tshogs su 'dug pa /	sna_0 tshogs_4 su_11 'dug_14 ba_19 
K05D0010_H0012:6a-19	blta na sdug pa /	lta_0 na_5 sdug_8 ba_13 
K05D0010_H0012:6a-20	yid du 'ong ba /	yid_0 du_4 'ong_7 ba_12 
K05D0010_H0012:6a-21	kha dog bzang ba /	kha_0 dog_4 bzang_8 ba_14 
K05D0010_H0012:6a-22	dri zhim pa /	'dri_0 zhim_4 ba_9 
K05D0010_H0012:6a-23	'jam pa ka tsa li di ka ltar reg na	'jam_0 ba_5 ka_8 tsa_11 li_15 di_18 ka_21 ltar_24 reg_29 na_33 
K05D0010_H0012:6a-24	bde ba sha stag kun tu gnas par gyur te	bde_0 ba_4 sha_7 stag_11 kun_16 tu_20 gnas_23 ba_28 gyur_32 te_37 
K05D0010_H0012:6a-25	/ padma de dag la'ang de bzhin gshegs pa'i sku mang po bzhugs shing /	padma_2 de_8 'dag_11 la_15 de_22 bzhin_25 gshegs_31 ba_38 sku_43 mang_47 po_52 bzhugs_55 shing_62 
K05D0010_H0012:6a-26	'di lta ste /	'di_0 lta_4 ste_8 
K05D0010_H0012:6a-27	pha rol tu phyin pa drug dang ldan pa'i chos bstan pa 'di nyid ston pa mdzad de /	pha_0 rol_4 tu_8 phyin_11 ba_17 drug_20 dang_25 ldan_30 ba_35 chos_40 ston_45 ba_51 'di_54 nyid_58 ston_63 ba_68 mdzad_71 de_77 
K05D0010_H0012:6a-28	de dag shar phyogs su 'jig rten gyi khams gangg'a'i	de_0 'dag_3 'char_7 phyogs_12 su_19 'jig_22 rten_27 gyi_32 khams_36 gangg'i_42 
K05D0010_H0012:6a-29	klung gi bye ma snyed dag tu gshegs shing de	klung_0 gi_6 'bye_9 ma_13 snyed_16 'dag_22 tu_26 gshegs_29 shing_36 de_42 
K05D0010_H0012:6a-30	dag tu byon nas kyang /	'dag_0 tu_4 'byon_7 nas_12 kyang_16 
K05D0010_H0012:6b-0	'di lta @6b ste; pha rol tu phyin pa drug	'di_0 lta_4 ste;_12 pha_17 rol_21 tu_25 phyin_28 ba_34 drug_37 
K05D0010_H0012:6b-1	dang ldan pa'i chos bstan pa 'di nyid kyi chos	dang_0 ldan_5 ba_10 chos_15 ston_20 ba_26 'di_29 nyid_33 kyi_38 chos_42 
K05D0010_H0012:6b-2	ston to // de bzhin du lho dang /	ston_0 to_5 de_11 bzhin_14 du_20 lho_23 dang_27 
K05D0010_H0012:6b-3	nub dang /	nub_0 dang_4 
K05D0010_H0012:6b-4	byang phyogs dang /	byang_0 phyogs_6 dang_13 
K05D0010_H0012:6b-5	byang shar dang /	byang_0 'char_6 dang_11 
K05D0010_H0012:6b-6	shar lho dang /	'char_0 lho_5 dang_9 
K05D0010_H0012:6b-7	lho nub dang /	lho_0 nub_4 dang_8 
K05D0010_H0012:6b-8	nub byang gi phyogs mtshams dang /	nub_0 byang_4 gi_10 phyogs_13 mtshams_20 dang_28 
K05D0010_H0012:6b-9	'og dang /	'og_0 dang_4 
K05D0010_H0012:6b-10	steng gi phyogs su phyogs re rer yang 'jig rten	steng_0 gi_6 phyogs_9 su_16 phyogs_19 re_26 rer_29 yang_33 'jig_38 rten_43 
K05D0010_H0012:6b-11	gyi khams gangg'a'i klung gi bye ma snyed dag tu	gyi_0 khams_4 gangg'i_10 klung_20 gi_26 'bye_29 ma_33 snyed_36 'dag_42 tu_46 
K05D0010_H0012:6b-12	gshegs shing / de dag tu byon nas kyang 'di lta ste /	gshegs_0 shing_7 de_15 'dag_18 tu_22 'byon_25 nas_30 kyang_34 'di_40 lta_44 ste_48 
K05D0010_H0012:6b-13	pha rol tu phyin pa drug dang ldan pa'i chos bstan pa 'di nyid kyi chos ston to //	pha_0 rol_4 tu_8 phyin_11 ba_17 drug_20 dang_25 ldan_30 ba_35 chos_40 ston_45 ba_51 'di_54 nyid_58 kyi_63 chos_67 ston_72 to_77 
K05D0010_H0012:6b-14	sems can gang dag gis chos bstan pa de thos	sems_0 can_5 gang_9 'dag_14 gis_18 chos_22 ston_27 ba_33 de_36 thos_39 
K05D0010_H0012:6b-15	pa de dag thams cad kyang bla na med pa	ba_0 de_3 'dag_6 thams_10 cad_16 kyang_20 bla_26 na_30 med_33 ba_37 
K05D0010_H0012:6b-16	yang dag par rdzogs pa'i byang chub las phyir mi	yang_0 'dag_5 ba_9 rdzogs_13 ba_20 byang_25 chub_31 las_36 phyir_40 mi_46 
K05D0010_H0012:6b-17	ldog par gyur to //	ldog_0 ba_5 gyur_9 to_14 
K05D0010_H0012:6b-18	de nas bcom ldan 'das gdan sengge'i khri de nyid	de_0 nas_3 'joms_7 ldan_12 'da'_17 gdan_22 sengge_27 khri_36 de_41 nyid_44 
K05D0010_H0012:6b-19	la bzhugs bzhin du sengge rnam par rol pa zhes	la_0 bzhugs_3 bzhin_10 du_16 sengge_19 rnam_26 ba_31 rol_35 ba_39 zhes_42 
K05D0010_H0012:6b-20	bya ba'i ting nge 'dzin la snyoms par zhugs nas;	byed_0 ba_4 ting_9 nge_14 'dzin_18 la_24 snyom_27 ba_34 'jug_38 nas;_44 
K05D0010_H0012:6b-21	'di lta bu'i rdzu 'phrul mngon par 'du mdzad pa	'di_0 lta_4 bu_8 rdzu_13 'phrul_18 mngon_25 ba_31 'du_35 mdzad_39 ba_45 
K05D0010_H0012:6b-22	mngon par mdzad de /	mngon_0 ba_6 mdzad_10 de_16 
K05D0010_H0012:6b-23	rdzu 'phrul de mngon par 'du mdzad pas stong gsum	rdzu_0 'phrul_5 de_12 mngon_15 ba_21 'du_25 mdzad_29 ba_35 stong_39 gsum_45 
K05D0010_H0012:6b-24	gyi stong chen po'i 'jig rten gyi khams 'di rnam	gyi_0 stong_4 chen_10 po_15 'jig_20 rten_25 gyi_30 khams_34 'di_40 rnam_44 
K05D0010_H0012:6b-25	pa drug tu g-yos te; g-yos /	ba_0 drug_3 tu_8 g-yos_11 te;_17 g-yos_21 
K05D0010_H0012:6b-26	rab tu g-yos /	rab_0 tu_4 g-yos_7 
K05D0010_H0012:6b-27	kun tu rab tu g-yos so //	kun_0 tu_4 rab_7 tu_11 g-yos_14 so_20 
K05D0010_H0012:6b-28	'gul /	'gul_0 
K05D0010_H0012:6b-29	rab tu 'gul /	rab_0 tu_4 'gul_7 
K05D0010_H0012:6b-30	kun tu rab tu 'gul to //	kun_0 tu_4 rab_7 tu_11 'gul_14 to_19 
K05D0010_H0012:6b-31	ldeg /	ldeg_0 
K05D0010_H0012:6b-32	rab tu ldeg /	rab_0 tu_4 ldeg_7 
K05D0010_H0012:6b-33	kun tu rab tu ldeg go /	kun_0 tu_4 rab_7 tu_11 ldeg_14 go_19 
K05D0010_H0012:6b-34	'khrugs /	'khrugs_0 
K05D0010_H0012:6b-35	rab tu 'khrugs /	rab_0 tu_4 'khrugs_7 
K05D0010_H0012:6b-36	kun tu rab tu 'khrugs so //	kun_0 tu_4 rab_7 tu_11 'khrugs_14 so_22 
K05D0010_H0012:6b-37	'ur 'ur /	'ur_0 'ur_4 
K05D0010_H0012:6b-38	rab tu 'ur 'ur /	rab_0 tu_4 'ur_7 'ur_11 
K05D0010_H0012:6b-39	kun tu rab tu 'ur 'ur ro //	kun_0 tu_4 rab_7 tu_11 'ur_14 'ur_18 ro_22 
K05D0010_H0012:6b-40	chem chem /	chem_0 chem_5 
K05D0010_H0012:6b-41	rab tu chem chem /	rab_0 tu_4 chem_7 chem_12 
K05D0010_H0012:6b-42	kun tu rab tu chem chem mo /	kun_0 tu_4 rab_7 tu_11 chem_14 chem_19 mo_24 
K05D0010_H0012:6b-43	mtha' mtho na ni dbus dma'/	mtha'_0 mtho_6 na_11 ni_14 dbus_17 
K05D0010_H0012:7a-0	@7a *// dbus mtho na ni mtha' dma' ste /	dbus_8 mtho_13 na_18 ni_21 mtha'_24 dma'_30 ste_35 
K05D0010_H0012:7a-1	'jam pa dang /	'jam_0 ba_5 dang_8 
K05D0010_H0012:7a-2	snum pa dang /	snum_0 ba_5 dang_8 
K05D0010_H0012:7a-3	sems can thams cad la phan pa dang bde ba bskyed par gyur to //	sems_0 can_5 thams_9 cad_15 la_19 phan_22 ba_27 dang_30 bde_35 ba_39 skyed_42 ba_49 gyur_53 to_58 
K05D0010_H0012:7a-4	de nas skad cig thang cig yud tsam de la	de_0 nas_3 skad_7 cig_12 thang_16 cig_22 yud_26 tsam_30 de_35 la_38 
K05D0010_H0012:7a-5	stong gsum gyi stong chen po'i 'jig rten gyi khams	stong_0 gsum_6 gyi_11 stong_15 chen_21 po_26 'jig_31 rten_36 gyi_41 khams_45 
K05D0010_H0012:7a-6	'di na / sems can dmyal ba dang /	'di_0 na_4 sems_9 can_14 dmyal_18 ba_24 dang_27 
K05D0010_H0012:7a-7	dud 'gro'i skye gnas dang /	dud_0 'gro_4 skye_11 gnas_16 dang_21 
K05D0010_H0012:7a-8	gshin rje'i 'jig rten thams cad rgyun chad par gyur /	gshin_0 rje_6 'jig_12 rten_17 thams_22 cad_28 rgyun_32 'chad_38 ba_43 gyur_47 
K05D0010_H0012:7a-9	mi khom pa thams cad kyang med par gyur te /	mi_0 khom_3 ba_8 thams_11 cad_17 kyang_21 med_27 ba_31 gyur_35 te_40 
K05D0010_H0012:7a-10	sems can de dag thams cad mi rnams dang skal ba mnyam par skyes par gyur to //	sems_0 can_5 de_9 'dag_12 thams_16 cad_22 mi_26 rnams_29 dang_35 skal_40 ba_45 mnyam_48 ba_54 skye_58 ba_64 gyur_68 to_73 
K05D0010_H0012:7a-11	de bzhin du rgyal chen bzhi'i ris dang /	de_0 bzhin_3 du_9 rgyal_12 chen_18 bzhi_23 ris_30 dang_34 
K05D0010_H0012:7a-12	sum cu rtsa gsum pa dang /	sum_0 cu_4 rtsa_7 gsum_12 ba_17 dang_20 
K05D0010_H0012:7a-13	'thab bral dang /	'thab_0 'bral_6 dang_11 
K05D0010_H0012:7a-14	dga' ldan dang /	dga'_0 ldan_5 dang_10 
K05D0010_H0012:7a-15	'phrul dga' dang /	'phrul_0 dga'_7 dang_12 
K05D0010_H0012:7a-16	gzhan 'phrul dbang byed kyi lha rnams dang skal ba mnyam par skyes par gyur to //	gzhan_0 'phrul_6 dbang_13 byed_19 kyi_24 lha_28 rnams_32 dang_38 skal_43 ba_48 mnyam_51 ba_57 skye_61 ba_67 gyur_71 to_76 
K05D0010_H0012:7a-17	de nas mi de dag dang /	de_0 nas_3 mi_7 de_10 'dag_13 dang_17 
K05D0010_H0012:7a-18	lha de dag dga' ba dang /	lha_0 de_4 'dag_7 dga'_11 ba_16 dang_19 
K05D0010_H0012:7a-19	mchog tu dga' ba de nyid kyis sngon gyi tshe rabs rjes su dran par gyur te /	mchog_0 tu_6 dga'_9 ba_14 de_17 nyid_20 kyis_25 sngon_30 gyi_36 tshe_40 rabs_45 rjes_50 su_55 dran_58 ba_63 gyur_67 te_72 
K05D0010_H0012:7a-20	rjes su dran nas kyang /	rjes_0 su_5 dran_8 nas_13 kyang_17 
K05D0010_H0012:7a-21	bcom ldan 'das ga la ba der dong ste phyin nas /	'joms_0 ldan_5 'da'_10 ga_15 la_18 ba_21 der_24 'dong_28 ste_33 phyin_37 nas_43 
K05D0010_H0012:7a-22	bcom ldan 'das kyi zhabs la phyag 'tshal te /	'joms_0 ldan_5 'da'_10 kyi_15 zhabs_19 la_25 phyag_28 'tshal_34 te_41 
K05D0010_H0012:7a-23	thal mo sbyor zhing 'dud par gyur to //	thal_0 mo_5 sbyor_8 zhing_14 'dud_20 ba_25 gyur_29 to_34 
K05D0010_H0012:7a-24	de bzhin du shar phyogs kyi 'jig rten gyi khams gangg'a'i klung gi bye ma snyed dag dang /	de_0 bzhin_3 du_9 'char_12 phyogs_17 kyi_24 'jig_28 rten_33 gyi_38 khams_42 gangg'i_48 klung_58 gi_64 'bye_67 ma_71 snyed_74 'dag_80 dang_84 
K05D0010_H0012:7a-25	lho dang /	lho_0 dang_4 
K05D0010_H0012:7a-26	nub dang /	nub_0 dang_4 
K05D0010_H0012:7a-27	byang dang /	byang_0 dang_6 
K05D0010_H0012:7a-28	phyogs mtshams dang /	phyogs_0 mtshams_7 dang_15 
K05D0010_H0012:7a-29	'og dang /	'og_0 dang_4 
K05D0010_H0012:7a-30	steng dang /	steng_0 dang_6 
K05D0010_H0012:7a-31	phyogs bcu kun gyi phyogs re rer yang 'jig rten	phyogs_0 'chu_7 kun_11 gyi_15 phyogs_19 re_26 rer_29 yang_33 'jig_38 rten_43 
K05D0010_H0012:7b-0	gyi khams gangg'a'i klung gi bye ma snyed @7b dag	gyi_0 khams_4 gangg'i_10 klung_20 gi_26 'bye_29 ma_33 snyed_36 'dag_46 
K05D0010_H0012:7b-1	gi sems can dmyal ba thams cad dang /	gi_0 sems_3 can_8 dmyal_12 ba_18 thams_21 cad_27 dang_31 
K05D0010_H0012:7b-2	dud 'gro'i skye gnas thams cad dang /	dud_0 'gro_4 skye_11 gnas_16 thams_21 cad_27 dang_31 
K05D0010_H0012:7b-3	gshin rje'i 'jig rten thams cad rgyun chad par gyur /	gshin_0 rje_6 'jig_12 rten_17 thams_22 cad_28 rgyun_32 'chad_38 ba_43 gyur_47 
K05D0010_H0012:7b-4	mi khom pa thams cad kyang med par gyur te /	mi_0 khom_3 ba_8 thams_11 cad_17 kyang_21 med_27 ba_31 gyur_35 te_40 
K05D0010_H0012:7b-5	sems can de dag thams cad lha dang mi rnams dang skal ba mnyam par skyes par gyur to //	sems_0 can_5 de_9 'dag_12 thams_16 cad_22 lha_26 dang_30 mi_35 rnams_38 dang_44 skal_49 ba_54 mnyam_57 ba_63 skye_67 ba_73 gyur_77 to_82 
K05D0010_H0012:7b-6	de nas mi de dag dang /	de_0 nas_3 mi_7 de_10 'dag_13 dang_17 
K05D0010_H0012:7b-7	lha de dag dga' ba dang /	lha_0 de_4 'dag_7 dga'_11 ba_16 dang_19 
K05D0010_H0012:7b-8	mchog tu dga' ba de nyid kyis sngon gyi tshe rabs rjes su dran par gyur te /	mchog_0 tu_6 dga'_9 ba_14 de_17 nyid_20 kyis_25 sngon_30 gyi_36 tshe_40 rabs_45 rjes_50 su_55 dran_58 ba_63 gyur_67 te_72 
K05D0010_H0012:7b-9	rjes su dran nas kyang dga' ba dang /	rjes_0 su_5 dran_8 nas_13 kyang_17 dga'_23 ba_28 dang_31 
K05D0010_H0012:7b-10	mchog tu dga' ba de nyid kyis rang rang gi sangs rgyas kyi zhing na /	mchog_0 tu_6 dga'_9 ba_14 de_17 nyid_20 kyis_25 rang_30 rang_35 gi_40 sangs_43 rgya_49 kyi_55 zhing_59 na_65 
K05D0010_H0012:7b-11	sangs rgyas gang dag bzhugs pa de dag gi drung du dong ste phyin nas /	sangs_0 rgya_6 gang_12 'dag_17 bzhugs_21 ba_28 de_31 'dag_34 gi_38 drung_41 du_47 'dong_50 ste_55 phyin_59 nas_65 
K05D0010_H0012:7b-12	sangs rgyas bcom ldan 'das de dag gi zhabs la phyag 'tshal te /	sangs_0 rgya_6 'joms_12 ldan_17 'da'_22 de_27 'dag_30 gi_34 zhabs_37 la_43 phyag_46 'tshal_52 te_59 
K05D0010_H0012:7b-13	thams cad thal mo sbyor zhing 'dud par gyur to //	thams_0 cad_6 thal_10 mo_15 sbyor_18 zhing_24 'dud_30 ba_35 gyur_39 to_44 
K05D0010_H0012:7b-14	de nas de'i tshe stong gsum gyi stong chen po'i	de_0 nas_3 de_7 tshe_12 stong_17 gsum_23 gyi_28 stong_32 chen_38 po_43 
K05D0010_H0012:7b-15	'jig rten gyi khams 'di na sems can long ba	'jig_0 rten_5 gyi_10 khams_14 'di_20 na_24 sems_27 can_32 long_36 ba_41 
K05D0010_H0012:7b-16	gang dag 'khod pa de dag thams cad kyis ni	gang_0 'dag_5 'khod_9 ba_15 de_18 'dag_21 thams_25 cad_31 kyis_35 ni_40 
K05D0010_H0012:7b-17	gzugs rnams mthong bar gyur to //	gzugs_0 rnams_6 mthong_12 ba_19 gyur_23 to_28 
K05D0010_H0012:7b-18	sems can 'on pa rnams ni sgra thos par gyur to //	sems_0 can_5 'on_9 ba_13 rnams_16 ni_22 sgra_25 thos_30 ba_35 gyur_39 to_44 
K05D0010_H0012:7b-19	smyon pa rnams ni dran pa rnyed par gyur to //	smyon_0 ba_6 rnams_9 ni_15 dran_18 ba_23 rnyed_26 ba_32 gyur_36 to_41 
K05D0010_H0012:7b-20	sems rnam par g-yeng ba rnams ni sems rtse gcig par gyur to //	sems_0 rnam_5 ba_10 g-yeng_14 ba_21 rnams_24 ni_30 sems_33 rtse_38 gcig_43 ba_48 gyur_52 to_57 
K05D0010_H0012:7b-21	gcer bu rnams ni gos rnyed par gyur to //	bcer_0 bu_5 rnams_8 ni_14 gos_17 rnyed_21 ba_27 gyur_31 to_36 
K05D0010_H0012:7b-22	dbul po rnams ni nor rnyed par gyur to //	'bul_0 po_5 rnams_8 ni_14 nor_17 rnyed_21 ba_27 gyur_31 to_36 
K05D0010_H0012:7b-23	bkres pa rnams ni zas rnyed par gyur to //	bkres_0 ba_6 rnams_9 ni_15 zas_18 rnyed_22 ba_28 gyur_32 to_37 
K05D0010_H0012:7b-24	skom pa rnams ni btung ba rnyed par gyur to //	skom_0 ba_5 rnams_8 ni_14 'thung_17 ba_23 rnyed_26 ba_32 gyur_36 to_41 
K05D0010_H0012:7b-25	nad kyis btab pa rnams ni nad med par gyur to //	nad_0 kyis_4 'debs_9 ba_14 rnams_17 ni_23 nad_26 med_30 ba_34 gyur_38 to_43 
K05D0010_H0012:8a-0	dbang po nyams @8a *//	dbang_0 po_6 nyams_9 
K05D0010_H0012:8a-1	shing ma tshang ba rnams ni dbang po yongs su tshang bar gyur to //	shing_0 ma_6 tshang_9 ba_16 rnams_19 ni_25 dbang_28 po_34 yongs_37 su_43 tshang_46 ba_53 gyur_57 to_62 
K05D0010_H0012:8a-2	lus ngal ba rnams ni lus ngal ba med par gyur to //	lus_0 ngal_4 ba_9 rnams_12 ni_18 lus_21 ngal_25 ba_30 med_33 ba_37 gyur_41 to_46 
K05D0010_H0012:8a-3	lus dang ngag dang yid kyi las kyi mtha' dang /	lus_0 dang_4 ngag_9 dang_14 yid_19 kyi_23 las_27 kyi_31 mtha'_35 dang_41 
K05D0010_H0012:8a-4	'tsho ba mi dge ba ma spangs pa rnams ni /	'tsho_0 ba_6 mi_9 dge_12 ba_16 ma_19 spong_22 ba_29 rnams_32 ni_38 
