K10D0181_H0182:1b-0	@1b [dd] #//	[dd]_4 
K10D0181_H0182:5a-25	dang / sbyor ba rnams la g-yog bgyid do zhes	dang_0 sbyor_7 ba_13 rnams_16 la_22 g-yog_25 bgyid_31 do_37 zhes_40 
K10D0181_H0182:5a-26	zer ba de bzhin du tshe dang ldan pa nyan	zer_0 ba_4 de_7 bzhin_10 du_16 tshe_19 dang_24 ldan_29 ba_34 nyan_37 
K10D0181_H0182:5a-27	thos kyi theg pa pa'i gang zag rnams sbyin pa	thos_0 kyi_5 theg_9 ba_14 ba_17 gang_22 zag_27 rnams_31 sbyin_37 ba_43 
K10D0181_H0182:5a-28	dang / byin zhing / de bzhin gshegs pa'i zhabs 'bring du khas len to //	dang_0 byin_7 zhing_12 de_20 bzhin_23 gshegs_29 ba_36 zhabs_41 'bring_47 du_54 khas_57 len_62 to_66 
K10D0181_H0182:5a-29	byang chub sems dpa' sems dpa' chen po ni de ltar sbyin pa byin par mi byed de /	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 ni_39 de_42 ltar_45 sbyin_50 ba_56 byin_59 ba_64 mi_68 byed_71 de_76 
K10D0181_H0182:5b-0	'di @5b ni byang chub sems dpa' spyod pa dang /	'di_0 ni_8 byang_11 chub_17 sems_22 dpa'_27 spyod_32 ba_38 dang_41 
K10D0181_H0182:5b-1	nyan thos kyi sbyin pa byin pa'i khyad par du dbye ba yin no //	nyan_0 thos_5 kyi_10 sbyin_14 ba_20 byin_23 ba_28 khyad_33 ba_39 du_43 'byed_46 ba_51 yin_54 no_58 
K10D0181_H0182:5b-2	tshe dang ldan pa sh'a radva ti'i bu /	tshe_0 dang_5 ldan_10 ba_15 sh_18 radva_23 ti_29 bu_34 
K10D0181_H0182:5b-3	dper na /	dper_0 na_5 
K10D0181_H0182:5b-4	rgyal po'i btsun mo'i 'khor gyi bud med gcig gis gser 'bum khyer te /	rgyal_0 po_6 btsun_11 mo_17 'khor_22 gyi_28 'bud_32 med_36 gcig_40 gis_45 gser_49 'bum_54 'khyer_59 te_65 
K10D0181_H0182:5b-5	tshong dpon nam /	tshong_0 dpon_7 nam_12 
K10D0181_H0182:5b-6	ded dpon gang yang rung ba'i drung du song nas /	'ded_0 dpon_4 gang_9 yang_14 rung_19 ba_24 drung_29 du_35 'gro_38 nas_43 
K10D0181_H0182:5b-7	'di skad du /	'di_0 skad_4 du_9 
K10D0181_H0182:5b-8	gser 'bum 'di dag kyang khyod la 'bul /	gser_0 'bum_5 'di_10 'dag_14 kyang_18 khyod_24 la_30 'bul_33 
K10D0181_H0182:5b-9	bdag kyang khyod kyi g-yog bgyid cing sngar ldang ba dang /	bdag_0 kyang_5 khyod_11 kyi_17 g-yog_21 bgyid_27 cing_33 sngar_38 ldang_44 ba_50 dang_53 
K10D0181_H0182:5b-10	phyis nyal ba dang /	'byid_0 nyal_6 ba_11 dang_14 
K10D0181_H0182:5b-11	khyod ci dgyes pa bzhin spyod par bgyid do zhes	khyod_0 ci_6 dgyes_9 ba_15 bzhin_18 spyod_24 ba_30 bgyid_34 do_40 zhes_43 
K10D0181_H0182:5b-12	zer ba de bzhin du tshe dang ldan pa nyan	zer_0 ba_4 de_7 bzhin_10 du_16 tshe_19 dang_24 ldan_29 ba_34 nyan_37 
K10D0181_H0182:5b-13	thos kyi theg pa pa'i gang zag sbyin pa'ang sbyin	thos_0 kyi_5 theg_9 ba_14 ba_17 gang_22 zag_27 sbyin_31 ba_37 sbyin_44 
K10D0181_H0182:5b-14	zhing de bzhin gshegs pa'i nyan thos nyid du khas	zhing_0 de_6 bzhin_9 gshegs_15 ba_22 nyan_27 thos_32 nyid_37 du_42 khas_45 
K10D0181_H0182:5b-15	len to // de skad ces smras pa dang /	len_0 to_4 de_10 skad_13 ces_18 smras_22 ba_28 dang_31 
K10D0181_H0182:5b-16	tshe dang ldan pa sh'a radva ti'i bus tshe dang	tshe_0 dang_5 ldan_10 ba_15 sh_18 radva_23 ti_29 'bud_34 tshe_38 dang_43 
K10D0181_H0182:5b-17	ldan pa byams ma'i bu gang po la 'di skad	ldan_0 ba_5 byams_8 ma_14 bu_19 gang_22 po_27 la_30 'di_33 skad_37 
K10D0181_H0182:5b-18	ces smras so // tshe dang ldan pa /	ces_0 smras_4 so_10 tshe_16 dang_21 ldan_26 ba_31 
K10D0181_H0182:5b-19	sbyin pa de nyid yongs su btang du 'dra na /	sbyin_0 ba_6 de_9 nyid_12 yongs_17 su_23 gtong_26 du_32 'dra_35 na_40 
K10D0181_H0182:5b-20	gcig ni nyan thos kyi sa yongs su 'dzin par gyur la /	gcig_0 ni_5 nyan_8 thos_13 kyi_18 sa_22 yongs_25 su_31 'dzin_34 ba_40 gyur_44 la_49 
K10D0181_H0182:5b-21	gcig ni rnam pa thams cad mkhyen pa nyid yongs	gcig_0 ni_5 rnam_8 ba_13 thams_16 cad_22 mkhyen_26 ba_33 nyid_36 yongs_41 
K10D0181_H0182:5b-22	su 'dzin par gyur pa 'di ni ngo mtshar che	su_0 'dzin_3 ba_9 gyur_13 ba_18 'di_21 ni_25 ngo_28 mtshar_32 che_39 
K10D0181_H0182:5b-23	ste / tshe dang ldan pas legs par smras so //	ste_0 tshe_6 dang_11 ldan_16 ba_21 legs_25 ba_30 smras_34 so_40 
K10D0181_H0182:5b-24	tshe dang ldan pa gang po /	tshe_0 dang_5 ldan_10 ba_15 gang_18 po_23 
K10D0181_H0182:5b-25	byang chub sems dpa' 'di ni thams cad du thabs la mkhas par blta bar bya'o //	byang_0 chub_6 sems_11 dpa'_16 'di_21 ni_25 thams_28 cad_34 du_38 thabs_41 la_47 mkhas_50 ba_56 lta_60 ba_65 byed_69 
K10D0181_H0182:5b-26	gzhan yang /	gzhan_0 yang_6 
K10D0181_H0182:5b-27	tshe dang ldan pa sh'a radva ti'i bus tshe dang	tshe_0 dang_5 ldan_10 ba_15 sh_18 radva_23 ti_29 'bud_34 tshe_38 dang_43 
K10D0181_H0182:5b-28	ldan pa byams ma'i bu la 'di skad ces smras	ldan_0 ba_5 byams_8 ma_14 bu_19 la_22 'di_25 skad_29 ces_34 smras_38 
K10D0181_H0182:6a-0	so // tshe dang @6a *//	so_0 tshe_6 dang_11 
K10D0181_H0182:6a-1	ldan pa gang po /	ldan_0 ba_5 gang_8 po_13 
K10D0181_H0182:6a-2	'di la byang chub sems dpa' sbyin pa byin par 'dod cing /	'di_0 la_4 byang_7 chub_13 sems_18 dpa'_23 sbyin_28 ba_34 byin_37 ba_42 'dod_46 cing_51 
K10D0181_H0182:6a-3	bla na med pa yang dag par rdzogs pa'i byang	bla_0 na_4 med_7 ba_11 yang_14 'dag_19 ba_23 rdzogs_27 ba_34 byang_39 
K10D0181_H0182:6a-4	chub mngon par rdzogs par 'tshang rgya bar 'dod pas	chub_0 mngon_5 ba_11 rdzogs_15 ba_22 'tshang_26 rgya_34 ba_39 'dod_43 ba_48 
K10D0181_H0182:6a-5	sbyin pa yongs su gtong ba na thog ma kho	sbyin_0 ba_6 yongs_9 su_15 gtong_18 ba_24 na_27 thogs_30 ma_35 kho_38 
K10D0181_H0182:6a-6	nar / 'di skad du /	nar_0 'di_6 skad_10 du_15 
K10D0181_H0182:6a-7	sbyin pa 'di las byung ba'i bsod nams mngon par 'du byed pa dang /	sbyin_0 ba_6 'di_9 las_13 'byung_17 ba_23 bsod_28 nams_33 mngon_38 ba_44 'du_48 byed_52 ba_57 dang_60 
K10D0181_H0182:6a-8	dge ba mngon par 'du byed pa gang yin pa	dge_0 ba_4 mngon_7 ba_13 'du_17 byed_21 ba_26 gang_29 yin_34 ba_38 
K10D0181_H0182:6a-9	des 'jig rten gyi khams mtha' yas mu med pa	des_0 'jig_4 rten_9 gyi_14 khams_18 mtha'_24 yas_30 mu_34 med_37 ba_41 
K10D0181_H0182:6a-10	dag na theg pa la gsar du zhugs pa'i byang	'dag_0 na_4 theg_7 ba_12 la_15 gsar_18 du_23 'jug_26 ba_32 byang_37 
K10D0181_H0182:6a-11	chub sems dpa' gang dag gnas pa de dag ni	chub_0 sems_5 dpa'_10 gang_15 'dag_20 gnas_24 ba_29 de_32 'dag_35 ni_39 
K10D0181_H0182:6a-12	phyir mi ldog pa nyid du gyur cig /	phyir_0 mi_6 ldog_9 ba_14 nyid_17 du_22 gyur_25 cig_30 
K10D0181_H0182:6a-13	phyir mi ldog pa gang dag gnas pa de dag	phyir_0 mi_6 ldog_9 ba_14 gang_17 'dag_22 gnas_26 ba_31 de_34 'dag_37 
K10D0181_H0182:6a-14	ni myur du rnam pa thams cad mkhyen pa nyid	ni_0 myur_3 du_8 rnam_11 ba_16 thams_19 cad_25 mkhyen_29 ba_36 nyid_39 
K10D0181_H0182:6a-15	yongs su rdzogs par gyur cig ces brjod par bya	yongs_0 su_6 rdzogs_9 ba_16 gyur_20 cig_25 ces_29 rjod_33 ba_39 byed_43 
K10D0181_H0182:6a-16	ste / de ltar bdag nyid kyang de'i khongs su	ste_0 de_6 ltar_9 bdag_14 nyid_19 kyang_24 de_30 khongs_35 su_42 
K10D0181_H0182:6a-17	gtogs par byed cing byang chub sems dpa' de dag	gtogs_0 ba_6 byed_10 cing_15 byang_20 chub_26 sems_31 dpa'_36 de_41 'dag_44 
K10D0181_H0182:6a-18	kyang dge ba'i rtsa ba rnams kyis yongs su 'dzin	kyang_0 dge_6 ba_10 rtsa_15 ba_20 rnams_23 kyis_29 yongs_34 su_40 'dzin_43 
K10D0181_H0182:6a-19	ste / par byed do // ji lta ji ltar	ste_0 ba_6 byed_10 do_15 ji_21 lta_24 ji_28 ltar_31 
K10D0181_H0182:6a-20	byang chub sems dpa' dge ba'i rtsa ba yongs su	byang_0 chub_6 sems_11 dpa'_16 dge_21 ba_25 rtsa_30 ba_35 yongs_38 su_44 
K10D0181_H0182:6a-21	'dzin cing rjes su srung ba de lta de ltar	'dzin_0 cing_6 rjes_11 su_16 srung_19 ba_25 de_28 lta_31 de_35 ltar_38 
K10D0181_H0182:6a-22	rnam pa thams cad mkhyen pa nyid dang nye bar	rnam_0 ba_5 thams_8 cad_14 mkhyen_18 ba_25 nyid_28 dang_33 nye_38 ba_42 
K10D0181_H0182:6a-23	ste / par byed do // 'gyur ro // ji	ste_0 ba_6 byed_10 do_15 'gyur_21 ro_27 ji_33 
K10D0181_H0182:6a-24	lta ji ltar dge ba'i rtsa ba yongs su bsngo	lta_0 ji_4 ltar_7 dge_12 ba_16 rtsa_21 ba_26 yongs_29 su_35 sngo_38 
K10D0181_H0182:6a-25	ba de lta de ltar bla na med pa yang	ba_0 de_3 lta_6 de_10 ltar_13 bla_18 na_22 med_25 ba_29 yang_32 
K10D0181_H0182:6a-26	dag par rdzogs pa'i byang chub dang yang nye bar	'dag_0 ba_4 rdzogs_8 ba_15 byang_20 chub_26 dang_31 yang_36 nye_41 ba_45 
K10D0181_H0182:6a-27	ste / par byed do // 'gyur ro // 'gyur ro // tshe dang ldan pa gang po /	ste_0 ba_6 byed_10 do_15 'gyur_21 ro_27 'gyur_33 ro_39 tshe_45 dang_50 ldan_55 ba_60 gang_63 po_68 
K10D0181_H0182:6a-28	gzhan yang /	gzhan_0 yang_6 
K10D0181_H0182:6b-0	byang chub sems @6b dpa' sems dpa' chen po sbyin pa byin pa na /	byang_0 chub_6 sems_11 dpa'_20 sems_25 dpa'_30 chen_35 po_40 sbyin_43 ba_49 byin_52 ba_57 na_60 
K10D0181_H0182:6b-1	sbyin pa de 'di ltar bdag gis kha zas kyi	sbyin_0 ba_6 de_9 'di_12 ltar_16 bdag_21 gis_26 kha_30 zas_34 kyi_38 
K10D0181_H0182:6b-2	sbyin pa 'di las sems can gang dag mig lam	sbyin_0 ba_6 'di_9 las_13 sems_17 can_22 gang_26 'dag_31 mig_35 lam_39 
K10D0181_H0182:6b-3	na snang ba dang /	na_0 snang_3 ba_9 dang_12 
K10D0181_H0182:6b-4	gang dag mi snang ba thams cad las sems can gang dag za ba dang /	gang_0 'dag_5 mi_9 snang_12 ba_18 thams_21 cad_27 las_31 sems_35 can_40 gang_44 'dag_49 za_53 ba_56 dang_59 
K10D0181_H0182:6b-5	cung zad za bar gyur pa'i sbyin pa de las	cung_0 zad_5 za_9 ba_12 gyur_16 ba_21 sbyin_26 ba_32 de_35 las_38 
K10D0181_H0182:6b-6	gang bdag gis dge ba'i rtsa ba yongs su bzung	gang_0 bdag_5 gis_10 dge_14 ba_18 rtsa_23 ba_28 yongs_31 su_37 bzung_40 
K10D0181_H0182:6b-7	bar gyur pa'i dge ba'i rtsa ba des 'jig rten	ba_0 gyur_4 ba_9 dge_14 ba_18 rtsa_23 ba_28 des_31 'jig_35 rten_40 
K10D0181_H0182:6b-8	gyi khams mtha' yas mu med pa dag na /	gyi_0 khams_4 mtha'_10 yas_16 mu_20 med_23 ba_27 'dag_30 na_34 
K10D0181_H0182:6b-9	theg pa la gsar du zhugs pa'i byang chub sems	theg_0 ba_5 la_8 gsar_11 du_16 'jug_19 ba_25 byang_30 chub_36 sems_41 
K10D0181_H0182:6b-10	dpa' sems dpa' chen po gang dag gnas pa de	dpa'_0 sems_5 dpa'_10 chen_15 po_20 gang_23 'dag_28 gnas_32 ba_37 de_40 
K10D0181_H0182:6b-11	dag ni phyir mi ldog pa nyid du gyur cig	'dag_0 ni_4 phyir_7 mi_13 ldog_16 ba_21 nyid_24 du_29 gyur_32 cig_37 
K10D0181_H0182:6b-12	/ phyir mi ldog pa gang dag gnas pa de	phyir_2 mi_8 ldog_11 ba_16 gang_19 'dag_24 gnas_28 ba_33 de_36 
K10D0181_H0182:6b-13	dag ni myur du rnam pa thams cad mkhyen pa	'dag_0 ni_4 myur_7 du_12 rnam_15 ba_20 thams_23 cad_29 mkhyen_33 ba_40 
K10D0181_H0182:6b-14	nyid yongs su rdzogs par gyur cig ces yongs su	nyid_0 yongs_5 su_11 rdzogs_14 ba_21 gyur_25 cig_30 ces_34 yongs_38 su_44 
K10D0181_H0182:6b-15	bsngo bar bya'o; ;ji ltar ji ltar byang chub sems	sngo_0 ba_6 bya;_10 ;ji_17 ltar_21 ji_26 ltar_29 byang_34 chub_40 sems_45 
K10D0181_H0182:6b-16	dpa' dge ba'i rtsa ba yongs su bsngo bar byed	dpa'_0 dge_5 ba_9 rtsa_14 ba_19 yongs_22 su_28 sngo_31 ba_37 byed_41 
K10D0181_H0182:6b-17	pa de lta de ltar pha rol tu phyin pa	ba_0 de_3 lta_6 de_10 ltar_13 pha_18 rol_22 tu_26 phyin_29 ba_35 
K10D0181_H0182:6b-18	rnams yongs su 'dzin cing rnam pa thams cad mkhyen	rnams_0 yongs_6 su_12 'dzin_15 cing_21 rnam_26 ba_31 thams_34 cad_40 mkhyen_44 
K10D0181_H0182:6b-19	pa nyid dang yang nye bar 'gyur te /	ba_0 nyid_3 dang_8 yang_13 nye_18 ba_22 'gyur_26 te_32 
K10D0181_H0182:6b-20	gang gi tshe sbyin pa chung du'ang dpag tu med	gang_0 gi_5 tshe_8 sbyin_13 ba_19 chung_22 du_28 dpog_35 tu_40 med_43 
K10D0181_H0182:6b-21	par byed pa 'di ni byang chub sems dpa' sems	ba_0 byed_4 ba_9 'di_12 ni_16 byang_19 chub_25 sems_30 dpa'_35 sems_40 
K10D0181_H0182:6b-22	dpa' chen po'i thabs la mkhas pa yin par rig	dpa'_0 chen_5 po_10 thabs_15 la_21 mkhas_24 ba_30 yin_33 ba_37 rig_41 
K10D0181_H0182:6b-23	par bya'o // de ci'i phyir zhe na /	ba_0 byed_4 de_13 ci_16 phyir_21 zhe_27 na_31 
K10D0181_H0182:6b-24	rnam pa thams cad mkhyen pa nyid dpag tu med pa'i phyir ro //	rnam_0 ba_5 thams_8 cad_14 mkhyen_18 ba_25 nyid_28 dpog_33 tu_38 med_41 ba_45 phyir_50 ro_56 
K10D0181_H0182:6b-25	tshe dang ldan pa gang po /	tshe_0 dang_5 ldan_10 ba_15 gang_18 po_23 
K10D0181_H0182:6b-26	gzhan yang /	gzhan_0 yang_6 
K10D0181_H0182:7a-0	byang chub sems dpa' sems dpa' @7a *//	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 
K10D0181_H0182:7a-1	chen po'i sbyin pa byin pa na /	chen_0 po_5 sbyin_10 ba_16 byin_19 ba_24 na_27 
K10D0181_H0182:7a-2	bdag gi sbyin pa 'di bla na med pa yang	bdag_0 gi_5 sbyin_8 ba_14 'di_17 bla_21 na_25 med_28 ba_32 yang_35 
K10D0181_H0182:7a-3	dag par rdzogs pa'i byang chub ma gtogs par gzhan	'dag_0 ba_4 rdzogs_8 ba_15 byang_20 chub_26 ma_31 gtogs_34 ba_40 gzhan_44 
K10D0181_H0182:7a-4	du rnam par smin par ma gyur cig ces de	du_0 rnam_3 ba_8 smin_12 ba_17 ma_21 gyur_24 cig_29 ces_33 de_37 
K10D0181_H0182:7a-5	ltar sems bskyed par bya'o //	ltar_0 sems_5 skyed_10 ba_17 byed_21 
K10D0181_H0182:7a-6	gal te yongs su bsngo bar byed na sbyin pa'i	gal_0 te_4 yongs_7 su_13 sngo_16 ba_22 byed_26 na_31 sbyin_34 ba_40 
K10D0181_H0182:7a-7	pha rol tu phyin pa zhes bya ba'i grangs su	pha_0 rol_4 tu_8 phyin_11 ba_17 zhes_20 byed_25 ba_29 grangs_34 su_41 
K10D0181_H0182:7a-8	'gro'o // ci ste phyis yun ring mo zhig lon nas yongs su bsngo bar byed cing /	'gro_0 ci_10 ste_13 'byid_17 yun_23 ring_27 mo_32 'jig_35 lon_40 nas_44 yongs_48 su_54 sngo_57 ba_63 byed_67 cing_72 
K10D0181_H0182:7a-9	rnam pa thams cad mkhyen pa nyid yid la byed	rnam_0 ba_5 thams_8 cad_14 mkhyen_18 ba_25 nyid_28 yid_33 la_37 byed_40 
K10D0181_H0182:7a-10	na'ang de bzhin du pha rol tu phyin pa'i grangs	na_0 de_7 bzhin_10 du_16 pha_19 rol_23 tu_27 phyin_30 ba_36 grangs_41 
K10D0181_H0182:7a-11	su 'gro'o // tshe dang ldan pa gang po /	su_0 'gro_3 tshe_13 dang_18 ldan_23 ba_28 gang_31 po_36 
K10D0181_H0182:7a-12	gzhan yang /	gzhan_0 yang_6 
K10D0181_H0182:7a-13	byang chub sems dpa'i sbyin pa ni nyung ngu zin kyang mang bar rig par bya'o //	byang_0 chub_6 sems_11 dpa_16 sbyin_22 ba_28 ni_31 nyung_34 ngu_40 zin_44 kyang_48 mang_54 ba_59 rig_63 ba_67 byed_71 
K10D0181_H0182:7a-14	de ci'i phyir zhe na /	de_0 ci_3 phyir_8 zhe_14 na_18 
K10D0181_H0182:7a-15	rnam pa thams cad mkhyen pa nyid du yongs su ma bsngos pa'i phyir ro //	rnam_0 ba_5 thams_8 cad_14 mkhyen_18 ba_25 nyid_28 du_33 yongs_36 su_42 ma_45 sngo_48 ba_55 phyir_60 ro_66 
K10D0181_H0182:7a-16	sbyin pa mang po'ang nyung ngur 'gyur ba yod par rig par bya ste /	sbyin_0 ba_6 mang_9 po_14 nyung_21 ngur_27 'gyur_32 ba_38 yod_41 ba_45 rig_49 ba_53 byed_57 ste_61 
K10D0181_H0182:7a-17	de ci'i phyir zhe na /	de_0 ci_3 phyir_8 zhe_14 na_18 
K10D0181_H0182:7a-18	'di ltar rnam pa thams cad mkhyen pa nyid du yongs su ma bsngos pa'i phyir ro //	'di_0 ltar_4 rnam_9 ba_14 thams_17 cad_23 mkhyen_27 ba_34 nyid_37 du_42 yongs_45 su_51 ma_54 sngo_57 ba_64 phyir_69 ro_75 
K10D0181_H0182:7a-19	tshe dang ldan pa /	tshe_0 dang_5 ldan_10 ba_15 
K10D0181_H0182:7a-20	de'ang gal te phyis yun ring mo zhig lon nas	de_0 gal_7 te_11 'byid_14 yun_20 ring_24 mo_29 'jig_32 lon_37 nas_41 
K10D0181_H0182:7a-21	yongs su bsngo bar byed na'ang sbyin pa'i sgra bor	yongs_0 su_6 sngo_9 ba_15 byed_19 na_24 sbyin_31 ba_37 sgra_42 'bor_47 
K10D0181_H0182:7a-22	te / sbyin pa'i pha rol tu phyin pa pa'i sgra thob bar 'gyur ro //	te_0 sbyin_5 ba_11 pha_16 rol_20 tu_24 phyin_27 ba_33 ba_36 sgra_41 'thob_46 ba_51 'gyur_55 ro_61 
K10D0181_H0182:7a-23	tshe dang ldan pa gang po /	tshe_0 dang_5 ldan_10 ba_15 gang_18 po_23 
K10D0181_H0182:7a-24	byang chub sems dpa' sems dpa' chen pos 'khor ba thog ma med pa nas 'khor ba na /	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 pos_36 'khor_40 ba_46 thogs_49 ma_54 med_57 ba_61 nas_64 'khor_68 ba_74 na_77 
K10D0181_H0182:7b-0	rnam pa thams cad @7b mkhyen pa nyid yang dag	rnam_0 ba_5 thams_8 cad_14 mkhyen_22 ba_29 nyid_32 yang_37 'dag_42 
K10D0181_H0182:7b-1	par ma brjod par sbyin pa byin pa gang yin	ba_0 ma_4 rjod_7 ba_13 sbyin_17 ba_23 byin_26 ba_31 gang_34 yin_39 
K10D0181_H0182:7b-2	pa de'ang byang chub sems dpas thabs mkhas pa la	ba_0 de_3 byang_10 chub_16 sems_21 dpas_26 thabs_31 mkhas_37 ba_43 la_46 
K10D0181_H0182:7b-3	brten nas pha rol tu phyin par yongs su bsngo	rten_0 nas_6 pha_10 rol_14 tu_18 phyin_21 ba_27 yongs_31 su_37 sngo_40 
K10D0181_H0182:7b-4	zhing / rnam pa thams cad mkhyen pa nyid la	zhing_0 rnam_8 ba_13 thams_16 cad_22 mkhyen_26 ba_33 nyid_36 la_41 
K10D0181_H0182:7b-5	dmigs par byed na byang chub sems dpa'i sbyin pa'i	dmigs_0 ba_6 byed_10 na_15 byang_18 chub_24 sems_29 dpa_34 sbyin_40 ba_46 
K10D0181_H0182:7b-6	pha rol tu phyin pa yin par rig par bya'o	pha_0 rol_4 tu_8 phyin_11 ba_17 yin_20 ba_24 rig_28 ba_32 byed_36 
K10D0181_H0182:7b-7	zhing / // de nas tshe dang ldan pa byams	zhing_0 de_11 nas_14 tshe_18 dang_23 ldan_28 ba_33 byams_36 
K10D0181_H0182:7b-8	ma'i bu gang pos tshe dang ldan pa sh'a radva	ma_0 bu_5 gang_8 pos_13 tshe_17 dang_22 ldan_27 ba_32 sh_35 radva_40 
K10D0181_H0182:7b-9	ti'i bu la 'di skad ces smras so //	ti_0 bu_5 la_8 'di_11 skad_15 ces_20 smras_24 so_30 
K10D0181_H0182:7b-10	tshe dang ldan pa /	tshe_0 dang_5 ldan_10 ba_15 
K10D0181_H0182:7b-11	ci 'di khyod nyid kyi spobs pa yin nam /	ci_0 'di_3 khyod_7 nyid_13 kyi_18 spobs_22 ba_28 yin_31 nam_35 
K10D0181_H0182:7b-12	'on te bcom ldan 'das kyis byin gyi rlabs yin /	'on_0 te_4 'joms_7 ldan_12 'da'_17 kyis_22 byin_27 gyi_32 rlabs_36 yin_42 
K10D0181_H0182:7b-13	smras pa /	smras_0 ba_6 
K10D0181_H0182:7b-14	tshe dang ldan pa; bdag gi spobs pa gang yin pa 'di ni /	tshe_0 dang_5 ldan_10 pa;_15 bdag_19 gi_24 spobs_27 ba_33 gang_36 yin_41 ba_45 'di_48 ni_52 
K10D0181_H0182:7b-15	de bzhin gshegs pa'i byin gyi rlabs yin no //	de_0 bzhin_3 gshegs_9 ba_16 byin_21 gyi_26 rlabs_30 yin_36 no_40 
K10D0181_H0182:7b-16	tshe dang ldan pa gang po /	tshe_0 dang_5 ldan_10 ba_15 gang_18 po_23 
K10D0181_H0182:7b-17	'di la 'jig rten gyi khams dpag tu med /	'di_0 la_4 'jig_7 rten_12 gyi_17 khams_21 dpog_27 tu_32 med_35 
K10D0181_H0182:7b-18	grangs med; tshad med pa dag na sems can gang	grangs_0 med;_7 tshad_12 med_18 ba_22 'dag_25 na_29 sems_32 can_37 gang_41 
K10D0181_H0182:7b-19	dag gnas pa de dag dgra bcom pa'i 'bras bu	'dag_0 gnas_4 ba_9 de_12 'dag_15 dgra_19 'joms_24 ba_29 'bras_34 bu_40 
K10D0181_H0182:7b-20	mngon sum du bya bar 'dod pa'i phyir bskal pa	mngon_0 sum_6 du_10 byed_13 ba_17 'dod_21 ba_26 phyir_31 bskal_37 ba_43 
K10D0181_H0182:7b-21	gangg'a'i klung gi bye ma snyed du so so'i skye	gangg'i_0 klung_10 gi_16 'bye_19 ma_23 snyed_26 du_32 so_35 so_38 skye_43 
K10D0181_H0182:7b-22	bo rnams sam / nyan thos rnams sam /	'bo_0 rnams_3 sam_9 nyan_15 thos_20 rnams_25 sam_31 
K10D0181_H0182:7b-23	rang sangs rgyas rnams la sbyin pa byin la /	rang_0 sangs_5 rgya_11 rnams_17 la_23 sbyin_26 ba_32 byin_35 la_40 
K10D0181_H0182:7b-24	sbyin pa de'ang byang chub sems dpas bsams te /	sbyin_0 ba_6 de_9 byang_16 chub_22 sems_27 dpas_32 bsams_37 te_43 
K10D0181_H0182:7b-25	bsams nas kyang /	bsams_0 nas_6 kyang_10 
K10D0181_H0182:7b-26	'di skad du sbyin pa 'di la rjes su yi rang ngo zhes zer zhing /	'di_0 skad_4 du_9 sbyin_12 ba_18 'di_21 la_25 rjes_28 su_33 yi_36 rang_39 ngo_44 zhes_48 zer_53 zhing_57 
K10D0181_H0182:7b-27	de ltar yongs su gtong ba rnams kyi de la	de_0 ltar_3 yongs_8 su_14 gtong_17 ba_23 rnams_26 kyi_32 de_36 la_39 
K10D0181_H0182:7b-28	byang chub sems dpa'i rjes su yi rang ba dang	byang_0 chub_6 sems_11 dpa_16 rjes_22 su_27 yi_30 rang_33 ba_38 dang_41 
K10D0181_H0182:8a-0	ldan pa'i bsod nams bya ba'i dngos @8a *//	ldan_0 ba_5 bsod_10 nams_15 byed_20 ba_24 dngos_29 
K10D0181_H0182:8a-1	po yod la /	po_0 yod_3 la_7 
K10D0181_H0182:8a-2	rjes su yi rang nas dge ba'i rtsa ba de 'di ltar yongs su bsngo bar byed de /	rjes_0 su_5 yi_8 rang_11 nas_16 dge_20 ba_24 rtsa_29 ba_34 de_37 'di_40 ltar_44 yongs_49 su_55 sngo_58 ba_64 byed_68 de_73 
K10D0181_H0182:8a-3	rjes su yi rang ba dang ldan pa'i dge ba'i	rjes_0 su_5 yi_8 rang_11 ba_16 dang_19 ldan_24 ba_29 dge_34 ba_38 
K10D0181_H0182:8a-4	rtsa ba 'dis 'jig rten gyi khams mtha' yas mu	rtsa_0 ba_5 'dis_8 'jig_13 rten_18 gyi_23 khams_27 mtha'_33 yas_39 mu_43 
K10D0181_H0182:8a-5	med pa dag na /	med_0 ba_4 'dag_7 na_11 
K10D0181_H0182:8a-6	theg pa la gsar du zhugs pa'i byang chub sems	theg_0 ba_5 la_8 gsar_11 du_16 'jug_19 ba_25 byang_30 chub_36 sems_41 
K10D0181_H0182:8a-7	dpa' gang dag gnas pa de dag ni phyir mi	dpa'_0 gang_5 'dag_10 gnas_14 ba_19 de_22 'dag_25 ni_29 phyir_32 mi_38 
K10D0181_H0182:8a-8	ldog pa nyid du gyur cig /	ldog_0 ba_5 nyid_8 du_13 gyur_16 cig_21 
K10D0181_H0182:8a-9	phyir mi ldog pa gang dag gnas pa de dag	phyir_0 mi_6 ldog_9 ba_14 gang_17 'dag_22 gnas_26 ba_31 de_34 'dag_37 
K10D0181_H0182:8a-10	ni myur du rnam pa thams cad mkhyen pa nyid	ni_0 myur_3 du_8 rnam_11 ba_16 thams_19 cad_25 mkhyen_29 ba_36 nyid_39 
K10D0181_H0182:8a-11	yongs su rdzogs par gyur cig ce na /	yongs_0 su_6 rdzogs_9 ba_16 gyur_20 cig_25 ce_29 na_32 
